X22,Y22
0,0
0.0008333333,0
0.001666667,0
0.0025,0
0.003333333,0
0.004166667,0
0.005,-1.817942e-06
0.005833333,-2.05636e-06
0.006666667,-2.771616e-06
0.0075,-3.486872e-06
0.008333333,-3.72529e-06
0.009166667,-4.678965e-06
0.01,-6.347895e-06
0.01083333,-8.970499e-06
0.01166667,-1.087785e-05
0.0125,-1.087785e-05
0.01333333,-1.016259e-05
0.01416667,-1.063943e-05
0.015,-1.206994e-05
0.01583333,-1.54078e-05
0.01666667,-1.874566e-05
0.0175,-2.089143e-05
0.01833333,-2.065301e-05
0.01916667,-1.946092e-05
0.02,-1.92225e-05
0.02083333,-1.898408e-05
0.02166667,-1.659989e-05
0.0225,-1.040101e-05
0.02333333,-2.533197e-06
0.02416667,4.857779e-06
0.025,1.034141e-05
0.02583333,1.53482e-05
0.02666667,2.011657e-05
0.0275,2.416968e-05
0.02833333,2.631545e-05
0.02916667,2.488494e-05
0.03,2.130866e-05
0.03083333,1.749396e-05
0.03166667,1.510978e-05
0.0325,1.344085e-05
0.03333333,1.15335e-05
0.03416667,9.62615e-06
0.035,8.434057e-06
0.03583333,7.95722e-06
0.03666667,7.241964e-06
0.0375,5.573034e-06
0.03833333,3.665686e-06
0.03916667,2.473593e-06
0.04,1.758337e-06
0.04083333,1.2815e-06
0.04166667,-3.874302e-07
0.0425,-3.010035e-06
0.04333333,-6.109476e-06
0.04416667,-8.493662e-06
0.045,-9.447336e-06
0.04583333,-9.685755e-06
0.04666667,-8.970499e-06
0.0475,-7.301569e-06
0.04833333,-5.632639e-06
0.04916667,-5.632639e-06
0.05,-8.493662e-06
0.05083333,-1.326203e-05
0.05166667,-1.683831e-05
0.0525,-1.707673e-05
0.05333333,-1.54078e-05
0.05416667,-1.421571e-05
0.055,-1.469254e-05
0.05583333,-1.54078e-05
0.05666667,-1.516938e-05
0.0575,-1.326203e-05
0.05833333,-1.087785e-05
0.05916667,-9.208918e-06
0.06,-9.685755e-06
0.06083333,-1.15931e-05
0.06166667,-1.373887e-05
0.0625,-1.469254e-05
0.06333333,-1.493096e-05
0.06416667,-1.588464e-05
0.065,-1.707673e-05
0.06583333,-1.874566e-05
0.06666667,-1.946092e-05
0.0675,-1.826882e-05
0.06833333,-1.612306e-05
0.06916667,-1.564622e-05
0.07,-1.683831e-05
0.07083333,-1.826882e-05
0.07166667,-1.898408e-05
0.0725,-1.946092e-05
0.07333333,-2.041459e-05
0.07416667,-2.208352e-05
0.075,-2.327561e-05
0.07583333,-2.446771e-05
0.07666667,-2.494454e-05
0.0775,-2.446771e-05
0.07833333,-2.327561e-05
0.07916667,-2.18451e-05
0.08,-2.160668e-05
0.08083333,-2.327561e-05
0.08166667,-2.709031e-05
0.0825,-3.042817e-05
0.08333333,-3.162026e-05
0.08416667,-3.018975e-05
0.085,-2.780557e-05
0.08583333,-2.56598e-05
0.08666667,-2.422929e-05
0.0875,-2.327561e-05
0.08833333,-2.256036e-05
0.08916667,-2.327561e-05
0.09,-2.518296e-05
0.09083333,-2.732873e-05
0.09166667,-2.732873e-05
0.0925,-2.470613e-05
0.09333333,-2.232194e-05
0.09416667,-2.18451e-05
0.095,-2.327561e-05
0.09583333,-2.589822e-05
0.09666667,-2.82824e-05
0.0975,-3.018975e-05
0.09833333,-2.995133e-05
0.09916667,-2.852082e-05
0.1,-2.685189e-05
0.1008333,-2.542138e-05
0.1016667,-2.494454e-05
0.1025,-2.494454e-05
0.1033333,-2.470613e-05
0.1041667,-2.327561e-05
0.105,-2.18451e-05
0.1058333,-2.089143e-05
0.1066667,-2.136827e-05
0.1075,-2.256036e-05
0.1083333,-2.399087e-05
0.1091667,-2.589822e-05
0.11,-2.780557e-05
0.1108333,-2.971292e-05
0.1116667,-3.090501e-05
0.1125,-2.995133e-05
0.1133333,-2.732873e-05
0.1141667,-2.375245e-05
0.115,-1.92225e-05
0.1158333,-1.421571e-05
0.1166667,-8.493662e-06
0.1175,-2.294779e-06
0.1183333,3.665686e-06
0.1191667,8.910894e-06
0.12,1.391768e-05
0.1208333,1.892447e-05
0.1216667,2.393126e-05
0.1225,2.774596e-05
0.1233333,2.893806e-05
0.1241667,2.893806e-05
0.125,2.965331e-05
0.1258333,3.108382e-05
0.1266667,3.060699e-05
0.1275,2.750754e-05
0.1283333,2.273917e-05
0.1291667,1.79708e-05
0.13,1.558661e-05
0.1308333,1.439452e-05
0.1316667,1.320243e-05
0.1325,1.105666e-05
0.1333333,9.62615e-06
0.1341667,9.62615e-06
0.135,1.248717e-05
0.1358333,3.179908e-05
0.1366667,0.0001262128
0.1375,0.00044927
0.1383333,0.001274437
0.1391667,0.002941698
0.14,0.005691379
0.1408333,0.009469122
0.1416667,0.01383314
0.1425,0.01806173
0.1433333,0.02141961
0.1441667,0.02342114
0.145,0.02398834
0.1458333,0.02365646
0.1466667,0.02422342
0.1475,0.02996764
0.1483333,0.04858002
0.1491667,0.08986053
