X12,Y12
0,0
0.0008333333,0
0.001666667,0
0.0025,0
0.003333333,0
0.004166667,0
0.005,-1.549721e-06
0.005833333,-1.549721e-06
0.006666667,-1.549721e-06
0.0075,-1.788139e-06
0.008333333,-2.503395e-06
0.009166667,-4.410744e-06
0.01,-6.79493e-06
0.01083333,-8.225441e-06
0.01166667,-8.225441e-06
0.0125,-7.987022e-06
0.01333333,-7.748604e-06
0.01416667,-6.79493e-06
0.015,-5.841255e-06
0.01583333,-5.841255e-06
0.01666667,-6.79493e-06
0.0175,-7.987022e-06
0.01833333,-8.702278e-06
0.01916667,-9.179115e-06
0.02,-8.702278e-06
0.02083333,-7.271767e-06
0.02166667,-4.887581e-06
0.0225,-8.34465e-07
0.02333333,3.933907e-06
0.02416667,7.033348e-06
0.025,8.940697e-06
0.02583333,1.060963e-05
0.02666667,1.323223e-05
0.0275,1.5378e-05
0.02833333,1.585484e-05
0.02916667,1.5378e-05
0.03,1.394749e-05
0.03083333,1.15633e-05
0.03166667,8.225441e-06
0.0325,4.649162e-06
0.03333333,2.503395e-06
0.03416667,2.026558e-06
0.035,2.264977e-06
0.03583333,2.741814e-06
0.03666667,2.980232e-06
0.0375,2.264977e-06
0.03833333,5.960464e-07
0.03916667,-5.960464e-07
0.04,3.576279e-07
0.04083333,1.788139e-06
0.04166667,2.264977e-06
0.0425,1.192093e-07
0.04333333,-3.933907e-06
0.04416667,-8.225441e-06
0.045,-1.180172e-05
0.04583333,-1.394749e-05
0.04666667,-1.418591e-05
0.0475,-1.323223e-05
0.04833333,-1.084805e-05
0.04916667,-8.225441e-06
0.05,-6.556511e-06
0.05083333,-5.602837e-06
0.05166667,-5.841255e-06
0.0525,-6.556511e-06
0.05333333,-7.271767e-06
0.05416667,-8.702278e-06
0.055,-1.132488e-05
0.05583333,-1.418591e-05
0.05666667,-1.5378e-05
0.0575,-1.442432e-05
0.05833333,-1.299381e-05
0.05916667,-1.323223e-05
0.06,-1.5378e-05
0.06083333,-1.895428e-05
0.06166667,-2.205372e-05
0.0625,-2.396107e-05
0.06333333,-2.419949e-05
0.06416667,-2.348423e-05
0.065,-2.157688e-05
0.06583333,-1.847744e-05
0.06666667,-1.561642e-05
0.0675,-1.394749e-05
0.06833333,-1.442432e-05
0.06916667,-1.561642e-05
0.07,-1.561642e-05
0.07083333,-1.394749e-05
0.07166667,-1.108646e-05
0.0725,-8.702278e-06
0.07333333,-8.225441e-06
0.07416667,-1.037121e-05
0.075,-1.323223e-05
0.07583333,-1.5378e-05
0.07666667,-1.561642e-05
0.0775,-1.466274e-05
0.07833333,-1.323223e-05
0.07916667,-1.15633e-05
0.08,-9.179115e-06
0.08083333,-6.79493e-06
0.08166667,-5.841255e-06
0.0825,-6.556511e-06
0.08333333,-8.225441e-06
0.08416667,-9.417534e-06
0.085,-1.060963e-05
0.08583333,-1.204014e-05
0.08666667,-1.323223e-05
0.0875,-1.442432e-05
0.08833333,-1.561642e-05
0.08916667,-1.657009e-05
0.09,-1.680851e-05
0.09083333,-1.633167e-05
0.09166667,-1.609325e-05
0.0925,-1.633167e-05
0.09333333,-1.680851e-05
0.09416667,-1.561642e-05
0.095,-1.442432e-05
0.09583333,-1.370907e-05
0.09666667,-1.394749e-05
0.0975,-1.5378e-05
0.09833333,-1.680851e-05
0.09916667,-1.80006e-05
0.1,-1.80006e-05
0.1008333,-1.728535e-05
0.1016667,-1.728535e-05
0.1025,-1.776218e-05
0.1033333,-1.823902e-05
0.1041667,-1.91927e-05
0.105,-2.038479e-05
0.1058333,-2.014637e-05
0.1066667,-1.823902e-05
0.1075,-1.680851e-05
0.1083333,-1.704693e-05
0.1091667,-1.895428e-05
0.11,-2.062321e-05
0.1108333,-2.157688e-05
0.1116667,-2.110004e-05
0.1125,-2.038479e-05
0.1133333,-2.014637e-05
0.1141667,-2.086163e-05
0.115,-2.133846e-05
0.1158333,-1.943111e-05
0.1166667,-1.370907e-05
0.1175,-4.410744e-06
0.1183333,6.079674e-06
0.1191667,1.585484e-05
0.12,2.324581e-05
0.1208333,2.896786e-05
0.1216667,3.325939e-05
0.1225,3.635883e-05
0.1233333,3.778934e-05
0.1241667,3.778934e-05
0.125,3.659725e-05
0.1258333,3.492832e-05
0.1266667,3.373623e-05
0.1275,3.397465e-05
0.1283333,3.46899e-05
0.1291667,3.445148e-05
0.13,3.230572e-05
0.1308333,2.849102e-05
0.1316667,2.515316e-05
0.1325,2.157688e-05
0.1333333,1.680851e-05
0.1341667,1.132488e-05
0.135,6.556511e-06
0.1358333,1.037121e-05
0.1366667,5.185604e-05
0.1375,0.0002161264
0.1383333,0.0006812811
0.1391667,0.001709342
0.14,0.003546357
0.1408333,0.006260037
0.1416667,0.009615779
0.1425,0.01309812
0.1433333,0.0160898
0.1441667,0.01810539
0.145,0.01893699
0.1458333,0.01865733
0.1466667,0.01752365
0.1475,0.01586306
0.1483333,0.01398599
0.1491667,0.01213777
