X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
1.048,364336,1.048,577495,1.048,648025,1.048,695713,1.048,1494452,1.048,1198072,1.048,989402,1.048,324301,1.048,436044,1.048,367949,1.048,408140,1.048,421694,1.048,393363,1.048,312612,1.048,316144,1.048,316812
1.05,363624,1.05,581639,1.05,653210,1.05,701624,1.05,1511085,1.05,1213427,1.05,1002015,1.05,323034,1.05,434362,1.05,366297,1.05,406932,1.05,420684,1.05,392449,1.05,311179,1.05,314853,1.05,315348
1.052,362904,1.052,585719,1.052,658663,1.052,707695,1.052,1528108,1.052,1229051,1.052,1014484,1.052,321665,1.052,432468,1.052,364734,1.052,405787,1.052,419580,1.052,391496,1.052,309930,1.052,313551,1.052,313807
1.053,362186,1.053,589886,1.053,664089,1.053,714106,1.053,1545456,1.053,1244757,1.053,1026932,1.053,320540,1.053,430582,1.053,363106,1.053,404687,1.053,418798,1.053,390665,1.053,308663,1.053,312300,1.053,312374
1.055,361789,1.055,594227,1.055,669448,1.055,720590,1.055,1562973,1.055,1260621,1.055,1039790,1.055,319442,1.055,428585,1.055,361586,1.055,403645,1.055,417875,1.055,389852,1.055,307571,1.055,311260,1.055,311053
1.057,361292,1.057,598629,1.057,675039,1.057,727308,1.057,1580703,1.057,1276928,1.057,1053106,1.057,318478,1.057,426646,1.057,360234,1.057,402974,1.057,417107,1.057,389070,1.057,306624,1.057,310336,1.057,309811
1.058,360845,1.058,603118,1.058,680980,1.058,734025,1.058,1598590,1.058,1293497,1.058,1066285,1.058,317666,1.058,424818,1.058,358945,1.058,402239,1.058,416257,1.058,388042,1.058,305810,1.058,309580,1.058,308623
1.06,360558,1.06,607696,1.06,687189,1.06,740897,1.06,1616498,1.06,1310393,1.06,1080007,1.06,317074,1.06,423020,1.06,357832,1.06,401752,1.06,415767,1.06,386835,1.06,304897,1.06,308774,1.06,307712
1.062,360318,1.062,612292,1.062,693601,1.062,747666,1.062,1634426,1.062,1327587,1.062,1094253,1.062,316351,1.062,421300,1.062,356653,1.062,401398,1.062,415127,1.062,385618,1.062,304215,1.062,308291,1.062,306939
1.063,359847,1.063,616987,1.063,700241,1.063,754334,1.063,1652558,1.063,1345349,1.063,1108828,1.063,315741,1.063,419612,1.063,355670,1.063,400999,1.063,414900,1.063,384536,1.063,303592,1.063,307502,1.063,306124
1.065,359535,1.065,621541,1.065,706802,1.065,761073,1.065,1670658,1.065,1363156,1.065,1123534,1.065,314982,1.065,417744,1.065,354546,1.065,400519,1.065,414434,1.065,383508,1.065,302935,1.065,306589,1.065,305360
1.067,359348,1.067,626062,1.067,713162,1.067,768005,1.067,1689183,1.067,1381239,1.067,1138767,1.067,314291,1.067,416025,1.067,353304,1.067,400117,1.067,414084,1.067,382697,1.067,302271,1.067,305587,1.067,304710
1.068,359262,1.068,630696,1.068,719600,1.068,775014,1.068,1707836,1.068,1399443,1.068,1154322,1.068,313451,1.068,414640,1.068,352071,1.068,399752,1.068,413491,1.068,382289,1.068,301863,1.068,304725,1.068,303973
1.07,359204,1.07,635451,1.07,726131,1.07,782170,1.07,1726690,1.07,1417715,1.07,1170099,1.07,312827,1.07,413231,1.07,350852,1.07,399266,1.07,413052,1.07,382036,1.07,301154,1.07,303732,1.07,303136
1.072,359156,1.072,640345,1.072,732797,1.072,789541,1.072,1745678,1.072,1436035,1.072,1186002,1.072,312169,1.072,412086,1.072,349478,1.072,399094,1.072,412563,1.072,381721,1.072,300350,1.072,303019,1.072,302323
1.073,359058,1.073,645618,1.073,739859,1.073,797071,1.073,1765014,1.073,1454680,1.073,1201907,1.073,311694,1.073,411029,1.073,348302,1.073,398953,1.073,412311,1.073,381782,1.073,299380,1.073,302548,1.073,301519
1.075,358974,1.075,651272,1.075,747324,1.075,804703,1.075,1784257,1.075,1473501,1.075,1217976,1.075,311148,1.075,409896,1.075,347301,1.075,399120,1.075,412230,1.075,381885,1.075,298386,1.075,302125,1.075,300588
1.077,358815,1.077,657041,1.077,754865,1.077,812465,1.077,1803938,1.077,1492607,1.077,1233944,1.077,310808,1.077,408453,1.077,346330,1.077,399309,1.077,412281,1.077,381855,1.077,297088,1.077,301747,1.077,299747
1.078,358804,1.078,663004,1.078,762639,1.078,820396,1.078,1823559,1.078,1512292,1.078,1249809,1.078,310576,1.078,407387,1.078,345686,1.078,399529,1.078,412425,1.078,381785,1.078,296151,1.078,301300,1.078,299068
1.08,359138,1.08,668734,1.08,770468,1.08,828399,1.08,1843243,1.08,1532068,1.08,1265852,1.08,310289,1.08,406358,1.08,345109,1.08,399455,1.08,412653,1.08,382097,1.08,295268,1.08,300732,1.08,298626
1.082,359606,1.082,674501,1.082,778220,1.082,836541,1.082,1862851,1.082,1551885,1.082,1282482,1.082,309947,1.082,405471,1.082,344563,1.082,399584,1.082,412755,1.082,382133,1.082,294649,1.082,299866,1.082,298290
1.083,360196,1.083,680095,1.083,785883,1.083,844921,1.083,1882472,1.083,1571901,1.083,1299090,1.083,309755,1.083,404680,1.083,344024,1.083,399469,1.083,412690,1.083,382265,1.083,294173,1.083,298981,1.083,298118
1.085,360842,1.085,685730,1.085,793718,1.085,853392,1.085,1901935,1.085,1591987,1.085,1316041,1.085,309319,1.085,404197,1.085,343437,1.085,399255,1.085,412755,1.085,382551,1.085,294010,1.085,297981,1.085,297959
1.087,361450,1.087,691315,1.087,801568,1.087,861940,1.087,1921746,1.087,1611928,1.087,1333544,1.087,308663,1.087,403587,1.087,342664,1.087,399292,1.087,412656,1.087,383015,1.087,293766,1.087,297170,1.087,297916
1.088,361968,1.088,697349,1.088,809420,1.088,870606,1.088,1941740,1.088,1632335,1.088,1351254,1.088,307963,1.088,403006,1.088,341920,1.088,399593,1.088,412381,1.088,383095,1.088,293670,1.088,296453,1.088,297934
1.09,362392,1.09,703305,1.09,817486,1.09,879298,1.09,1961822,1.09,1652870,1.09,1368761,1.09,307281,1.09,402452,1.09,341250,1.09,399707,1.09,412398,1.09,383316,1.09,293540,1.09,296197,1.09,297830
1.092,362970,1.092,709417,1.092,825692,1.092,887876,1.092,1982018,1.092,1673580,1.092,1386728,1.092,306343,1.092,401852,1.092,340819,1.092,400013,1.092,412704,1.092,383627,1.092,293495,1.092,295995,1.092,297768
1.093,363700,1.093,715689,1.093,834000,1.093,896558,1.093,2002050,1.093,1694620,1.093,1404785,1.093,305556,1.093,401430,1.093,340552,1.093,400369,1.093,413161,1.093,383958,1.093,293141,1.093,296073,1.093,297771
1.095,364246,1.095,721941,1.095,842238,1.095,905256,1.095,2021836,1.095,1715936,1.095,1422840,1.095,304918,1.095,401023,1.095,340552,1.095,400623,1.095,413956,1.095,384309,1.095,292853,1.095,296058,1.095,297626
1.097,364882,1.097,727984,1.097,850882,1.097,914163,1.097,2041467,1.097,1737141,1.097,1441077,1.097,304607,1.097,400479,1.097,340602,1.097,400968,1.097,414967,1.097,384966,1.097,292333,1.097,296190,1.097,297476
1.098,365617,1.098,734150,1.098,859487,1.098,923213,1.098,2061088,1.098,1758670,1.098,1459815,1.098,304376,1.098,399955,1.098,340717,1.098,401436,1.098,415809,1.098,385559,1.098,292004,1.098,296075,1.098,297442
1.1,366259,1.1,740301,1.1,868462,1.1,932526,1.1,2080599,1.1,1780235,1.1,1478385,1.1,304657,1.1,399615,1.1,340639,1.1,401868,1.1,416669,1.1,385943,1.1,291700,1.1,296037,1.1,297477
1.102,366864,1.102,746504,1.102,877312,1.102,941799,1.102,2100314,1.102,1801654,1.102,1497152,1.102,305093,1.102,398848,1.102,340563,1.102,402358,1.102,417366,1.102,386234,1.102,291650,1.102,295807,1.102,297437
1.103,367695,1.103,752994,1.103,886486,1.103,951145,1.103,2120143,1.103,1823112,1.103,1515994,1.103,305576,1.103,398083,1.103,340262,1.103,402935,1.103,417848,1.103,386439,1.103,291661,1.103,295677,1.103,297478
1.105,368601,1.105,759707,1.105,895555,1.105,960501,1.105,2139846,1.105,1844529,1.105,1534846,1.105,306009,1.105,397612,1.105,339885,1.105,403605,1.105,418372,1.105,386533,1.105,291903,1.105,295470,1.105,297394
1.107,369417,1.107,766599,1.107,904904,1.107,969703,1.107,2159502,1.107,1865967,1.107,1553489,1.107,306387,1.107,397095,1.107,339323,1.107,404303,1.107,419247,1.107,386958,1.107,291922,1.107,295270,1.107,297382
1.108,370327,1.108,773487,1.108,913932,1.108,978719,1.108,2179371,1.108,1887484,1.108,1572398,1.108,306542,1.108,396694,1.108,338920,1.108,405178,1.108,420073,1.108,387562,1.108,291900,1.108,295052,1.108,297226
1.11,371189,1.11,780205,1.11,923047,1.11,987789,1.11,2199100,1.11,1909307,1.11,1591314,1.11,306587,1.11,396562,1.11,338452,1.11,406312,1.11,420925,1.11,388380,1.11,291969,1.11,295105,1.11,297155
1.112,372158,1.112,786951,1.112,931899,1.112,996829,1.112,2218602,1.112,1931052,1.112,1610272,1.112,306632,1.112,396455,1.112,338169,1.112,407485,1.112,422039,1.112,389492,1.112,291947,1.112,295121,1.112,297352
1.113,372938,1.113,793491,1.113,940872,1.113,1005776,1.113,2238184,1.113,1953037,1.113,1629282,1.113,306628,1.113,396107,1.113,338126,1.113,408372,1.113,422999,1.113,390674,1.113,291902,1.113,295158,1.113,297611
1.115,373879,1.115,800089,1.115,949505,1.115,1014732,1.115,2257612,1.115,1975012,1.115,1648412,1.115,306724,1.115,395927,1.115,338194,1.115,409317,1.115,423755,1.115,391433,1.115,292071,1.115,295447,1.115,297835
1.117,374682,1.117,806852,1.117,958239,1.117,1023807,1.117,2276426,1.117,1996794,1.117,1667438,1.117,306850,1.117,395500,1.117,338196,1.117,410119,1.117,424338,1.117,392312,1.117,292148,1.117,295808,1.117,298121
1.118,375560,1.118,813718,1.118,966986,1.118,1032936,1.118,2295007,1.118,2018392,1.118,1686331,1.118,306994,1.118,395044,1.118,338359,1.118,410717,1.118,424989,1.118,392943,1.118,292123,1.118,295788,1.118,298281
1.12,376248,1.12,820280,1.12,975883,1.12,1042113,1.12,2313279,1.12,2040009,1.12,1705310,1.12,307126,1.12,394525,1.12,338448,1.12,411231,1.12,425496,1.12,393214,1.12,292194,1.12,295856,1.12,298061
1.122,376925,1.122,827095,1.122,984499,1.122,1050941,1.122,2331242,1.122,2061294,1.122,1724265,1.122,307141,1.122,394225,1.122,338283,1.122,412082,1.122,426306,1.122,393599,1.122,292394,1.122,295855,1.122,297928
1.123,377420,1.123,833526,1.123,993066,1.123,1059945,1.123,2348802,1.123,2082220,1.123,1742998,1.123,307243,1.123,393687,1.123,338241,1.123,412749,1.123,426969,1.123,394277,1.123,292323,1.123,295586,1.123,297551
1.125,377863,1.125,839721,1.125,1001486,1.125,1068595,1.125,2366446,1.125,2103201,1.125,1761604,1.125,307183,1.125,393076,1.125,338103,1.125,413532,1.125,427799,1.125,394843,1.125,292467,1.125,295303,1.125,297241
1.127,378028,1.127,846031,1.127,1009749,1.127,1076984,1.127,2383926,1.127,2123842,1.127,1780194,1.127,307018,1.127,392338,1.127,337846,1.127,414383,1.127,428653,1.127,395663,1.127,292590,1.127,295265,1.127,297126
1.128,378388,1.128,852353,1.128,1018067,1.128,1085084,1.128,2401177,1.128,2144016,1.128,1798272,1.128,306858,1.128,391651,1.128,337557,1.128,415328,1.128,429403,1.128,396621,1.128,292704,1.128,295079,1.128,297033
1.13,378800,1.13,858347,1.13,1026346,1.13,1093323,1.13,2417984,1.13,2164038,1.13,1815878,1.13,306879,1.13,390859,1.13,337379,1.13,415945,1.13,429660,1.13,397444,1.13,292651,1.13,294883,1.13,296810
1.132,379351,1.132,864441,1.132,1034714,1.132,1101107,1.132,2434421,1.132,2183732,1.132,1833483,1.132,306681,1.132,390041,1.132,337025,1.132,416883,1.132,429948,1.132,398319,1.132,292857,1.132,294776,1.132,296778
1.133,379897,1.133,870399,1.133,1043098,1.133,1108986,1.133,2450195,1.133,2202916,1.133,1850592,1.133,306577,1.133,389456,1.133,336660,1.133,417674,1.133,430156,1.133,399113,1.133,292786,1.133,294611,1.133,296735
1.135,380842,1.135,875869,1.135,1051403,1.135,1116788,1.135,2465070,1.135,2221875,1.135,1867351,1.135,306709,1.135,389066,1.135,336341,1.135,418432,1.135,430225,1.135,399972,1.135,292710,1.135,294563,1.135,296575
1.137,381549,1.137,881380,1.137,1059273,1.137,1124580,1.137,2479462,1.137,2240615,1.137,1884108,1.137,306849,1.137,388700,1.137,335803,1.137,419158,1.137,430242,1.137,400909,1.137,292433,1.137,294493,1.137,296481
1.138,382338,1.138,886875,1.138,1067009,1.138,1132295,1.138,2493213,1.138,2259028,1.138,1900764,1.138,306860,1.138,388344,1.138,335293,1.138,419983,1.138,430628,1.138,401995,1.138,292028,1.138,294560,1.138,296544
1.14,383006,1.14,892256,1.14,1074466,1.14,1139896,1.14,2506505,1.14,2277366,1.14,1917020,1.14,306777,1.14,388164,1.14,334935,1.14,420455,1.14,430863,1.14,402819,1.14,291452,1.14,294683,1.14,296520
1.142,383649,1.142,897758,1.142,1081718,1.142,1147051,1.142,2519388,1.142,2295321,1.142,1933375,1.142,306865,1.142,387799,1.142,334685,1.142,421157,1.142,431145,1.142,403714,1.142,291118,1.142,294883,1.142,296494
1.143,384130,1.143,903400,1.143,1088982,1.143,1153924,1.143,2532143,1.143,2312864,1.143,1949586,1.143,306734,1.143,387416,1.143,334251,1.143,421923,1.143,431490,1.143,404351,1.143,290844,1.143,294796,1.143,296566
1.145,384721,1.145,908836,1.145,1096196,1.145,1160701,1.145,2544290,1.145,2330042,1.145,1965276,1.145,306433,1.145,387069,1.145,334064,1.145,422529,1.145,431999,1.145,404942,1.145,290680,1.145,294692,1.145,296734
1.147,385167,1.147,914235,1.147,1103465,1.147,1167168,1.147,2556160,1.147,2346561,1.147,1980673,1.147,306181,1.147,386599,1.147,333928,1.147,423256,1.147,432258,1.147,405482,1.147,290626,1.147,294413,1.147,296746
1.148,385528,1.148,919606,1.148,1110722,1.148,1173446,1.148,2567529,1.148,2362334,1.148,1995721,1.148,306016,1.148,386121,1.148,333717,1.148,423993,1.148,432955,1.148,406050,1.148,290708,1.148,294005,1.148,296843
1.15,386072,1.15,924736,1.15,1117751,1.15,1179905,1.15,2578149,1.15,2377613,1.15,2010191,1.15,305581,1.15,385770,1.15,333337,1.15,424602,1.15,433692,1.15,406542,1.15,290756,1.15,293321,1.15,296689
1.152,386625,1.152,929858,1.152,1124235,1.152,1186242,1.152,2588052,1.152,2392365,1.152,2024128,1.152,305219,1.152,385354,1.152,333138,1.152,425085,1.152,434270,1.152,406979,1.152,290669,1.152,292840,1.152,296368
1.153,387076,1.153,934715,1.153,1130476,1.153,1192130,1.153,2597389,1.153,2406570,1.153,2037926,1.153,305018,1.153,384927,1.153,332874,1.153,425743,1.153,434735,1.153,407332,1.153,290549,1.153,292505,1.153,295984
1.155,387552,1.155,939247,1.155,1136268,1.155,1197910,1.155,2606074,1.155,2420378,1.155,2051334,1.155,304913,1.155,384611,1.155,332280,1.155,426267,1.155,435453,1.155,407463,1.155,290373,1.155,292340,1.155,295703
1.157,388067,1.157,943535,1.157,1141563,1.157,1203459,1.157,2613975,1.157,2433854,1.157,2064221,1.157,305063,1.157,384118,1.157,331559,1.157,426854,1.157,435724,1.157,407720,1.157,289910,1.157,292174,1.157,295469
1.158,388177,1.158,947537,1.158,1146822,1.158,1208496,1.158,2621420,1.158,2446815,1.158,2076684,1.158,305256,1.158,383540,1.158,330825,1.158,427145,1.158,435775,1.158,407989,1.158,289241,1.158,292270,1.158,295457
1.16,388032,1.16,951105,1.16,1152028,1.16,1213456,1.16,2628307,1.16,2459130,1.16,2088574,1.16,305443,1.16,382807,1.16,329983,1.16,427362,1.16,435868,1.16,408296,1.16,288435,1.16,292103,1.16,295492
1.162,387757,1.162,954753,1.162,1157120,1.162,1218201,1.162,2634518,1.162,2470802,1.162,2099819,1.162,305650,1.162,381942,1.162,329030,1.162,427358,1.162,435869,1.162,408480,1.162,287659,1.162,291841,1.162,295507
1.163,387308,1.163,958281,1.163,1162050,1.163,1222634,1.163,2640085,1.163,2481799,1.163,2110435,1.163,305678,1.163,381002,1.163,328283,1.163,427246,1.163,435642,1.163,408776,1.163,286795,1.163,291398,1.163,295253
1.165,386976,1.165,961636,1.165,1166799,1.165,1226926,1.165,2645043,1.165,2491947,1.165,2120617,1.165,305483,1.165,380223,1.165,327645,1.165,427285,1.165,435631,1.165,408904,1.165,286128,1.165,291040,1.165,294718
1.167,386824,1.167,964943,1.167,1170983,1.167,1231161,1.167,2649289,1.167,2501375,1.167,2130138,1.167,305362,1.167,379374,1.167,327348,1.167,427575,1.167,435614,1.167,409080,1.167,285519,1.167,290518,1.167,294042
1.168,386719,1.168,968070,1.168,1175034,1.168,1234882,1.168,2652948,1.168,2509954,1.168,2139371,1.168,305173,1.168,378663,1.168,326962,1.168,427751,1.168,435532,1.168,409307,1.168,285010,1.168,290026,1.168,293144
1.17,386765,1.17,970818,1.17,1178684,1.17,1238454,1.17,2655890,1.17,2517840,1.17,2147943,1.17,304566,1.17,377894,1.17,326642,1.17,427930,1.17,435411,1.17,409741,1.17,284640,1.17,289315,1.17,291963
1.172,387045,1.172,973307,1.172,1181758,1.172,1241678,1.172,2657894,1.172,2525136,1.172,2155935,1.172,303890,1.172,376974,1.172,326283,1.172,428101,1.172,435248,1.172,410268,1.172,284499,1.172,288560,1.172,290832
1.173,387102,1.173,975389,1.173,1184801,1.173,1244500,1.173,2659255,1.173,2531859,1.173,2163442,1.173,302983,1.173,375962,1.173,325944,1.173,427929,1.173,434781,1.173,410812,1.173,284293,1.173,287590,1.173,289960
1.175,387164,1.175,977165,1.175,1187803,1.175,1246814,1.175,2659805,1.175,2538035,1.175,2170472,1.175,301877,1.175,374957,1.175,325188,1.175,427564,1.175,434241,1.175,411298,1.175,284092,1.175,286659,1.175,289065
1.177,387077,1.177,978827,1.177,1190397,1.177,1248928,1.177,2659466,1.177,2543834,1.177,2176662,1.177,300843,1.177,373849,1.177,324383,1.177,427106,1.177,433710,1.177,411624,1.177,283858,1.177,285907,1.177,288433
1.178,386978,1.178,980369,1.178,1192749,1.178,1250469,1.178,2658395,1.178,2549007,1.178,2182339,1.178,300156,1.178,372908,1.178,323699,1.178,426648,1.178,433375,1.178,411679,1.178,283262,1.178,285466,1.178,288037
1.18,386401,1.18,981613,1.18,1195318,1.18,1251697,1.18,2657002,1.18,2553436,1.18,2187332,1.18,299742,1.18,372225,1.18,323011,1.18,426222,1.18,432852,1.18,411513,1.18,282396,1.18,285080,1.18,287834
1.182,385868,1.182,982907,1.182,1197412,1.182,1252658,1.182,2654912,1.182,2557154,1.182,2191464,1.182,299612,1.182,371527,1.182,322140,1.182,425812,1.182,432408,1.182,411340,1.182,281443,1.182,284844,1.182,287548
1.183,385132,1.183,983975,1.183,1199151,1.183,1253269,1.183,2652250,1.183,2559896,1.183,2195131,1.183,299588,1.183,370834,1.183,321504,1.183,425483,1.183,432081,1.183,411012,1.183,280318,1.183,284704,1.183,287443
1.185,384783,1.185,984846,1.185,1200744,1.185,1253715,1.185,2648775,1.185,2561836,1.185,2198212,1.185,299696,1.185,370159,1.185,321047,1.185,425154,1.185,431710,1.185,410752,1.185,279092,1.185,284336,1.185,287270
1.187,384198,1.187,985401,1.187,1202107,1.187,1254090,1.187,2644733,1.187,2562947,1.187,2200612,1.187,299741,1.187,369130,1.187,320382,1.187,424787,1.187,431118,1.187,410625,1.187,278004,1.187,283859,1.187,287162
1.188,384052,1.188,986089,1.188,1202951,1.188,1254355,1.188,2639943,1.188,2563179,1.188,2202495,1.188,299435,1.188,367812,1.188,319784,1.188,424225,1.188,430873,1.188,410444,1.188,276975,1.188,283456,1.188,286954
1.19,383813,1.19,986437,1.19,1203682,1.19,1254282,1.19,2634469,1.19,2562613,1.19,2203921,1.19,298990,1.19,366590,1.19,319401,1.19,423713,1.19,430667,1.19,410020,1.19,276155,1.19,283060,1.19,286689
1.192,383773,1.192,986738,1.192,1204143,1.192,1253989,1.192,2628323,1.192,2561406,1.192,2204609,1.192,298714,1.192,365401,1.192,318848,1.192,423101,1.192,430266,1.192,409742,1.192,275654,1.192,282436,1.192,286232
1.193,383242,1.193,986688,1.193,1204194,1.193,1253134,1.193,2621869,1.193,2559436,1.193,2204832,1.193,298215,1.193,364337,1.193,318167,1.193,422607,1.193,429797,1.193,409383,1.193,275450,1.193,282014,1.193,285612
1.195,382895,1.195,986594,1.195,1204031,1.195,1251848,1.195,2614662,1.195,2556751,1.195,2204372,1.195,297582,1.195,363561,1.195,317582,1.195,421996,1.195,429346,1.195,408910,1.195,275307,1.195,281536,1.195,284911
1.197,382442,1.197,986009,1.197,1203700,1.197,1250150,1.197,2606703,1.197,2553446,1.197,2203291,1.197,297173,1.197,363039,1.197,316929,1.197,421401,1.197,428676,1.197,408687,1.197,275401,1.197,280802,1.197,284061
1.198,382047,1.198,985284,1.198,1202902,1.198,1248304,1.198,2598072,1.198,2549553,1.198,2201370,1.198,296814,1.198,362441,1.198,316283,1.198,420710,1.198,427743,1.198,408749,1.198,275096,1.198,280017,1.198,283206
1.2,381480,1.2,984238,1.2,1201877,1.2,1246344,1.2,2588810,1.2,2545096,1.2,2198867,1.2,296136,1.2,361629,1.2,315895,1.2,419926,1.2,426992,1.2,408703,1.2,274504,1.2,279514,1.2,282335
1.202,381297,1.202,983232,1.202,1200662,1.202,1244294,1.202,2578845,1.202,2539788,1.202,2195389,1.202,295455,1.202,360580,1.202,315629,1.202,419150,1.202,426337,1.202,408655,1.202,273621,1.202,279027,1.202,281619
1.203,380938,1.203,981843,1.203,1199164,1.203,1242178,1.203,2568409,1.203,2533642,1.203,2191430,1.203,295134,1.203,359467,1.203,315443,1.203,418565,1.203,425663,1.203,408572,1.203,272626,1.203,278562,1.203,280812
1.205,380389,1.205,980372,1.205,1197110,1.205,1239708,1.205,2557299,1.205,2526895,1.205,2186855,1.205,294664,1.205,358201,1.205,315124,1.205,418157,1.205,424988,1.205,408095,1.205,271385,1.205,278302,1.205,280074
