X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
1.598,1707147,1.598,168194,1.598,191803,1.598,908589,1.598,684685,1.598,624104,1.598,911524,1.598,954805,1.598,997830,1.598,163774,1.598,151039,1.598,154204,1.598,2831529,1.598,2753034,1.598,2711688,1.598,5003315,1.598,4896025,1.598,4614647,1.598,1241044,1.598,1259320,1.598,1506297,1.598,4548044,1.598,4671995,1.598,4739318,1.598,5609152,1.598,5505363,1.598,5552441,1.598,396646,1.598,364633,1.598,395889,1.598,354084,1.598,304714,1.598,322107,1.598,454826,1.598,457381,1.598,363913,1.598,4236764,1.598,3843849,1.598,3968224,1.598,2906759,1.598,2802736,1.598,2812313,1.598,4347221,1.598,4425533,1.598,4473684,1.598,153642,1.598,145279,1.598,153042
1.6,1702738,1.6,165703,1.6,189364,1.6,894245,1.6,670850,1.6,610079,1.6,888728,1.6,932118,1.6,972070,1.6,163206,1.6,150415,1.6,153713,1.6,2753942,1.6,2676761,1.6,2636900,1.6,4868838,1.6,4762663,1.6,4489127,1.6,1208764,1.6,1226310,1.6,1466353,1.6,4424769,1.6,4545725,1.6,4611645,1.6,5456918,1.6,5356501,1.6,5401864,1.6,389058,1.6,357777,1.6,388193,1.6,347616,1.6,301152,1.6,316347,1.6,446310,1.6,448380,1.6,357981,1.6,4121215,1.6,3739375,1.6,3861586,1.6,2831914,1.6,2730280,1.6,2738795,1.6,4231967,1.6,4307979,1.6,4355394,1.6,153181,1.6,145099,1.6,152445
1.602,1698529,1.602,163351,1.602,187197,1.602,880511,1.602,657287,1.602,596550,1.602,866804,1.602,910292,1.602,947412,1.602,162656,1.602,149574,1.602,153324,1.602,2678793,1.602,2603250,1.602,2564565,1.602,4739138,1.602,4633928,1.602,4367965,1.602,1177676,1.602,1194349,1.602,1427686,1.602,4305958,1.602,4423487,1.602,4488430,1.602,5309445,1.602,5212741,1.602,5256219,1.602,381858,1.602,350898,1.602,380904,1.602,341426,1.602,297773,1.602,310778,1.602,438126,1.602,439468,1.602,352223,1.602,4009522,1.602,3638146,1.602,3758569,1.602,2759520,1.602,2660302,1.602,2667905,1.602,4120867,1.602,4194365,1.602,4240822,1.602,152734,1.602,144858,1.602,152063
1.603,1694320,1.603,161063,1.603,184869,1.603,867195,1.603,643885,1.603,583563,1.603,845501,1.603,889461,1.603,923703,1.603,162044,1.603,149120,1.603,152901,1.603,2606292,1.603,2532092,1.603,2494817,1.603,4614181,1.603,4509881,1.603,4251092,1.603,1147890,1.603,1163745,1.603,1390533,1.603,4190963,1.603,4305321,1.603,4369276,1.603,5167058,1.603,5073810,1.603,5115306,1.603,374985,1.603,344199,1.603,373966,1.603,335303,1.603,294510,1.603,305193,1.603,430291,1.603,430816,1.603,346662,1.603,3901602,1.603,3540564,1.603,3659085,1.603,2689404,1.603,2592968,1.603,2599079,1.603,4013118,1.603,4084846,1.603,4130222,1.603,152313,1.603,144548,1.603,151372
1.605,1690421,1.605,158832,1.605,182660,1.605,854324,1.605,631114,1.605,570792,1.605,824847,1.605,869350,1.605,901137,1.605,161315,1.605,148508,1.605,152520,1.605,2536109,1.605,2463275,1.605,2427493,1.605,4493713,1.605,4390292,1.605,4138339,1.605,1119119,1.605,1134070,1.605,1354516,1.605,4080016,1.605,4191274,1.605,4254512,1.605,5029175,1.605,4939603,1.605,4979148,1.605,367997,1.605,337890,1.605,367208,1.605,329337,1.605,291604,1.605,300079,1.605,422644,1.605,422392,1.605,341302,1.605,3797408,1.605,3446082,1.605,3563128,1.605,2621692,1.605,2527855,1.605,2532929,1.605,3909071,1.605,3979175,1.605,4023572,1.605,151495,1.605,144398,1.605,150845
1.607,1686635,1.607,156716,1.607,180614,1.607,842001,1.607,618763,1.607,558609,1.607,804961,1.607,850097,1.607,879226,1.607,160597,1.607,147898,1.607,151900,1.607,2468521,1.607,2397041,1.607,2362311,1.607,4377844,1.607,4274823,1.607,4029276,1.607,1091239,1.607,1105153,1.607,1319891,1.607,3972801,1.607,4080970,1.607,4143546,1.607,4896127,1.607,4809750,1.607,4847747,1.607,361165,1.607,331947,1.607,360698,1.607,323428,1.607,289017,1.607,295199,1.607,415118,1.607,414039,1.607,336030,1.607,3696884,1.607,3354886,1.607,3470403,1.607,2556408,1.607,2464863,1.607,2469247,1.607,3808290,1.607,3877209,1.607,3920391,1.607,151006,1.607,144019,1.607,150527
1.608,1682867,1.608,154680,1.608,178578,1.608,829826,1.608,607109,1.608,546818,1.608,785831,1.608,831607,1.608,858203,1.608,159838,1.608,147370,1.608,151144,1.608,2403262,1.608,2333212,1.608,2299244,1.608,4266223,1.608,4163620,1.608,3924166,1.608,1063908,1.608,1077178,1.608,1286387,1.608,3869235,1.608,3974149,1.608,4036840,1.608,4767570,1.608,4684423,1.608,4720724,1.608,354489,1.608,326221,1.608,354188,1.608,317792,1.608,286667,1.608,290519,1.608,407578,1.608,406045,1.608,330573,1.608,3599619,1.608,3266792,1.608,3380597,1.608,2493258,1.608,2404161,1.608,2407700,1.608,3710760,1.608,3778865,1.608,3820405,1.608,150797,1.608,143466,1.608,150178
1.61,1679349,1.61,152657,1.61,176656,1.61,817924,1.61,595853,1.61,535239,1.61,767267,1.61,813560,1.61,838066,1.61,158987,1.61,147189,1.61,150146,1.61,2340394,1.61,2271554,1.61,2238235,1.61,4158547,1.61,4056410,1.61,3822844,1.61,1037455,1.61,1050234,1.61,1253966,1.61,3768992,1.61,3871301,1.61,3933696,1.61,4643484,1.61,4563637,1.61,4598151,1.61,347889,1.61,320944,1.61,347735,1.61,312292,1.61,284404,1.61,285921,1.61,400289,1.61,398360,1.61,325425,1.61,3505529,1.61,3181652,1.61,3293929,1.61,2432595,1.61,2345469,1.61,2348337,1.61,3616321,1.61,3683774,1.61,3724149,1.61,150526,1.61,142909,1.61,149767
1.612,1675871,1.612,150485,1.612,174854,1.612,806515,1.612,585091,1.612,523866,1.612,749369,1.612,796090,1.612,818552,1.612,158274,1.612,146691,1.612,149178,1.612,2279497,1.612,2212341,1.612,2179077,1.612,4054544,1.612,3952596,1.612,3724981,1.612,1011716,1.612,1023945,1.612,1222601,1.612,3672438,1.612,3771979,1.612,3834084,1.612,4523514,1.612,4446971,1.612,4479961,1.612,341408,1.612,316002,1.612,341331,1.612,307090,1.612,282130,1.612,281513,1.612,393225,1.612,391045,1.612,320565,1.612,3414629,1.612,3099229,1.612,3210193,1.612,2374410,1.612,2288789,1.612,2291328,1.612,3525299,1.612,3591746,1.612,3631280,1.612,150224,1.612,142325,1.612,149533
1.613,1672304,1.613,148557,1.613,173172,1.613,795813,1.613,574589,1.613,512847,1.613,732151,1.613,779369,1.613,799556,1.613,157816,1.613,146355,1.613,148258,1.613,2221008,1.613,2155241,1.613,2122029,1.613,3954175,1.613,3852342,1.613,3630374,1.613,986833,1.613,998873,1.613,1192224,1.613,3579092,1.613,3676242,1.613,3737636,1.613,4407910,1.613,4334340,1.613,4365815,1.613,335480,1.613,311024,1.613,335340,1.613,302061,1.613,280076,1.613,277147,1.613,386482,1.613,384105,1.613,315756,1.613,3326720,1.613,3019663,1.613,3129097,1.613,2318388,1.613,2234253,1.613,2236045,1.613,3437258,1.613,3502912,1.613,3541422,1.613,150237,1.613,141868,1.613,149168
1.615,1668951,1.615,146555,1.615,171619,1.615,785306,1.615,564689,1.615,502052,1.615,715671,1.615,763080,1.615,781497,1.615,157374,1.615,145963,1.615,147472,1.615,2164020,1.615,2099832,1.615,2066953,1.615,3857360,1.615,3755545,1.615,3539294,1.615,963016,1.615,974876,1.615,1162835,1.615,3488890,1.615,3583936,1.615,3644599,1.615,4296062,1.615,4225795,1.615,4255389,1.615,329932,1.615,306135,1.615,329578,1.615,297221,1.615,278014,1.615,272805,1.615,380077,1.615,377596,1.615,311280,1.615,3241796,1.615,2942703,1.615,3050677,1.615,2264177,1.615,2181639,1.615,2182577,1.615,3352336,1.615,3416908,1.615,3455164,1.615,149927,1.615,141515,1.615,148807
1.617,1665898,1.617,144876,1.617,170103,1.617,775300,1.617,554809,1.617,491323,1.617,699709,1.617,747224,1.617,763772,1.617,157150,1.617,145481,1.617,146881,1.617,2108970,1.617,2046045,1.617,2013867,1.617,3763816,1.617,3662125,1.617,3451239,1.617,940178,1.617,951553,1.617,1134534,1.617,3401834,1.617,3495094,1.617,3554341,1.617,4188019,1.617,4120936,1.617,4148686,1.617,324581,1.617,301351,1.617,324055,1.617,292378,1.617,276110,1.617,268668,1.617,373902,1.617,371178,1.617,307162,1.617,3160011,1.617,2868410,1.617,2975133,1.617,2211874,1.617,2130687,1.617,2130991,1.617,3270449,1.617,3333602,1.617,3372164,1.617,149539,1.617,141275,1.617,148580
1.618,1662871,1.618,143360,1.618,168356,1.618,765599,1.618,545368,1.618,481254,1.618,684356,1.618,732226,1.618,746540,1.618,157147,1.618,144728,1.618,146483,1.618,2055602,1.618,1993995,1.618,1962786,1.618,3673589,1.618,3571769,1.618,3366321,1.618,918020,1.618,929020,1.618,1107506,1.618,3317739,1.618,3409214,1.618,3467164,1.618,4084074,1.618,4019516,1.618,4045770,1.618,319616,1.618,296734,1.618,318917,1.618,287658,1.618,274569,1.618,264703,1.618,367943,1.618,364768,1.618,303171,1.618,3081292,1.618,2796832,1.618,2902140,1.618,2161426,1.618,2081700,1.618,2081183,1.618,3191500,1.618,3253416,1.618,3292016,1.618,149078,1.618,141054,1.618,148255
1.62,1660258,1.62,142209,1.62,166855,1.62,756122,1.62,536321,1.62,471702,1.62,669583,1.62,717800,1.62,729687,1.62,157080,1.62,144143,1.62,145995,1.62,2003978,1.62,1943615,1.62,1913606,1.62,3586930,1.62,3484903,1.62,3284555,1.62,896757,1.62,907410,1.62,1081266,1.62,3236433,1.62,3326441,1.62,3382986,1.62,3983795,1.62,3921800,1.62,3946304,1.62,314884,1.62,292018,1.62,313841,1.62,283052,1.62,273356,1.62,260669,1.62,362309,1.62,358575,1.62,299269,1.62,3005321,1.62,2727591,1.62,2831890,1.62,2112520,1.62,2034254,1.62,2033068,1.62,3115071,1.62,3176091,1.62,3214485,1.62,148495,1.62,141062,1.62,147868
1.622,1657873,1.622,140972,1.622,165168,1.622,746569,1.622,527531,1.622,462788,1.622,655182,1.622,703825,1.622,713326,1.622,156850,1.622,143487,1.622,145413,1.622,1953953,1.622,1895010,1.622,1866243,1.622,3503327,1.622,3401033,1.622,3205587,1.622,876173,1.622,886426,1.622,1056081,1.622,3158259,1.622,3246268,1.622,3302045,1.622,3887004,1.622,3827534,1.622,3850249,1.622,310221,1.622,287688,1.622,308680,1.622,278717,1.622,272095,1.622,256818,1.622,356636,1.622,352395,1.622,295619,1.622,2932041,1.622,2660802,1.622,2764329,1.622,2065177,1.622,1988422,1.622,1986919,1.622,3041236,1.622,3101404,1.622,3140050,1.622,147992,1.622,140840,1.622,147512
1.623,1655416,1.623,139930,1.623,163335,1.623,737569,1.623,518924,1.623,454336,1.623,640885,1.623,690477,1.623,697329,1.623,156432,1.623,142916,1.623,144985,1.623,1905792,1.623,1848207,1.623,1820500,1.623,3422679,1.623,3319923,1.623,3129195,1.623,855951,1.623,865883,1.623,1031712,1.623,3083046,1.623,3168816,1.623,3224120,1.623,3793787,1.623,3736390,1.623,3757914,1.623,305598,1.623,283539,1.623,303531,1.623,274648,1.623,270876,1.623,253039,1.623,351075,1.623,346304,1.623,291750,1.623,2861220,1.623,2596366,1.623,2699371,1.623,2019599,1.623,1944375,1.623,1942618,1.623,2970091,1.623,3029441,1.623,3068007,1.623,147742,1.623,140695,1.623,147030
1.625,1652944,1.625,138655,1.625,161696,1.625,728921,1.625,510789,1.625,446587,1.625,627079,1.625,677538,1.625,681856,1.625,155973,1.625,142380,1.625,144435,1.625,1859332,1.625,1803420,1.625,1776234,1.625,3344971,1.625,3241482,1.625,3055593,1.625,836411,1.625,846071,1.625,1007929,1.625,3010553,1.625,3094084,1.625,3149079,1.625,3703815,1.625,3648487,1.625,3668870,1.625,301154,1.625,279569,1.625,298630,1.625,271105,1.625,269669,1.625,249099,1.625,345920,1.625,340578,1.625,287943,1.625,2792640,1.625,2534223,1.625,2636629,1.625,1975631,1.625,1902085,1.625,1900057,1.625,2901427,1.625,2960298,1.625,2998527,1.625,147569,1.625,140684,1.625,146371
1.627,1650493,1.627,137422,1.627,160209,1.627,720907,1.627,502953,1.627,439035,1.627,613719,1.627,664866,1.627,666721,1.627,155343,1.627,142023,1.627,143925,1.627,1814534,1.627,1760178,1.627,1733640,1.627,3270279,1.627,3165892,1.627,2984601,1.627,817815,1.627,826791,1.627,984785,1.627,2940871,1.627,3021782,1.627,3077027,1.627,3616485,1.627,3563601,1.627,3582935,1.627,296706,1.627,275508,1.627,293801,1.627,267669,1.627,268126,1.627,245428,1.627,340854,1.627,335444,1.627,284047,1.627,2726225,1.627,2474198,1.627,2576026,1.627,1933117,1.627,1861083,1.627,1859154,1.627,2834996,1.627,2893330,1.627,2931430,1.627,147730,1.627,140583,1.627,145978
1.628,1647817,1.628,135879,1.628,158583,1.628,713407,1.628,495515,1.628,431707,1.628,600710,1.628,652574,1.628,652427,1.628,154692,1.628,141491,1.628,143417,1.628,1771437,1.628,1718173,1.628,1692628,1.628,3197959,1.628,3092849,1.628,2915827,1.628,799672,1.628,808141,1.628,962600,1.628,2873653,1.628,2951812,1.628,3007685,1.628,3532078,1.628,3481626,1.628,3500140,1.628,292320,1.628,271791,1.628,289344,1.628,264397,1.628,266506,1.628,242134,1.628,335993,1.628,330410,1.628,280157,1.628,2662115,1.628,2416451,1.628,2517399,1.628,1892099,1.628,1821716,1.628,1819789,1.628,2771066,1.628,2828789,1.628,2867149,1.628,148016,1.628,140275,1.628,145588
1.63,1645130,1.63,134382,1.63,157113,1.63,706377,1.63,488332,1.63,424326,1.63,588323,1.63,640572,1.63,638646,1.63,154099,1.63,140756,1.63,143006,1.63,1729697,1.63,1677574,1.63,1653061,1.63,3128420,1.63,3022387,1.63,2849739,1.63,782418,1.63,789947,1.63,941260,1.63,2808637,1.63,2884498,1.63,2940699,1.63,3450643,1.63,3402312,1.63,3420593,1.63,287915,1.63,267941,1.63,285234,1.63,261071,1.63,265047,1.63,238839,1.63,331640,1.63,325576,1.63,276504,1.63,2600171,1.63,2360699,1.63,2460595,1.63,1852658,1.63,1783727,1.63,1781833,1.63,2709593,1.63,2766633,1.63,2804887,1.63,148002,1.63,140126,1.63,145230
1.632,1642593,1.632,132817,1.632,155872,1.632,699358,1.632,481418,1.632,417076,1.632,576676,1.632,628914,1.632,625225,1.632,153554,1.632,140039,1.632,142513,1.632,1689516,1.632,1638447,1.632,1615108,1.632,3061482,1.632,2954599,1.632,2786301,1.632,765943,1.632,772490,1.632,920692,1.632,2745834,1.632,2819290,1.632,2875850,1.632,3371995,1.632,3325859,1.632,3343613,1.632,283612,1.632,264216,1.632,281293,1.632,257740,1.632,263899,1.632,235758,1.632,327620,1.632,321246,1.632,273049,1.632,2540440,1.632,2307042,1.632,2405511,1.632,1814773,1.632,1746991,1.632,1745049,1.632,2650204,1.632,2706652,1.632,2744598,1.632,147947,1.632,139888,1.632,144918
1.633,1639853,1.633,131353,1.633,154433,1.633,692598,1.633,474687,1.633,409690,1.633,565432,1.633,617898,1.633,612545,1.633,152862,1.633,139144,1.633,142357,1.633,1650708,1.633,1600309,1.633,1578586,1.633,2996945,1.633,2889481,1.633,2724869,1.633,750172,1.633,755551,1.633,901052,1.633,2685227,1.633,2756428,1.633,2813453,1.633,3296081,1.633,3252129,1.633,3269404,1.633,279462,1.633,260444,1.633,277469,1.633,254195,1.633,262974,1.633,232985,1.633,323615,1.633,317008,1.633,269635,1.633,2483141,1.633,2255241,1.633,2352383,1.633,1778171,1.633,1711301,1.633,1709471,1.633,2593087,1.633,2648767,1.633,2686287,1.633,147770,1.633,139391,1.633,144905
1.635,1637277,1.635,129743,1.635,152890,1.635,685852,1.635,468041,1.635,402493,1.635,554520,1.635,607493,1.635,600448,1.635,152367,1.635,138212,1.635,142052,1.635,1613293,1.635,1563577,1.635,1543339,1.635,2934542,1.635,2826716,1.635,2665424,1.635,734716,1.635,739259,1.635,882015,1.635,2626634,1.635,2695975,1.635,2752890,1.635,3223251,1.635,3181252,1.635,3197647,1.635,275416,1.635,256991,1.635,273758,1.635,250781,1.635,262435,1.635,230288,1.635,319827,1.635,312682,1.635,266560,1.635,2428011,1.635,2205333,1.635,2301283,1.635,1742751,1.635,1677048,1.635,1674766,1.635,2538168,1.635,2593044,1.635,2630173,1.635,147402,1.635,138899,1.635,144522
1.637,1634644,1.637,128331,1.637,151334,1.637,679092,1.637,461525,1.637,395506,1.637,544024,1.637,597341,1.637,588792,1.637,151822,1.637,137362,1.637,141849,1.637,1577149,1.637,1528492,1.637,1509156,1.637,2874504,1.637,2766221,1.637,2608406,1.637,720027,1.637,723376,1.637,863602,1.637,2570192,1.637,2637599,1.637,2694481,1.637,3153087,1.637,3112873,1.637,3128403,1.637,271556,1.637,253620,1.637,270196,1.637,247479,1.637,262060,1.637,227653,1.637,316071,1.637,308573,1.637,263645,1.637,2374951,1.637,2157297,1.637,2251832,1.637,1708755,1.637,1644044,1.637,1641243,1.637,2485443,1.637,2539306,1.637,2575640,1.637,146833,1.637,138317,1.637,144148
1.638,1632040,1.638,127045,1.638,149671,1.638,672649,1.638,455304,1.638,389001,1.638,533614,1.638,587657,1.638,577457,1.638,151310,1.638,136816,1.638,141671,1.638,1542522,1.638,1494498,1.638,1475866,1.638,2816599,1.638,2708011,1.638,2553172,1.638,705746,1.638,708184,1.638,845774,1.638,2515437,1.638,2581194,1.638,2638254,1.638,3085304,1.638,3047123,1.638,3061550,1.638,267867,1.638,250452,1.638,266696,1.638,244510,1.638,261725,1.638,225222,1.638,312273,1.638,304804,1.638,260570,1.638,2323709,1.638,2110953,1.638,2204399,1.638,1676023,1.638,1612077,1.638,1608634,1.638,2434527,1.638,2487598,1.638,2523092,1.638,146490,1.638,137542,1.638,143946
1.64,1629502,1.64,125693,1.64,147877,1.64,666638,1.64,449145,1.64,382694,1.64,523580,1.64,578453,1.64,566638,1.64,150892,1.64,136036,1.64,141597,1.64,1509125,1.64,1461712,1.64,1443628,1.64,2760456,1.64,2651887,1.64,2499576,1.64,692010,1.64,693625,1.64,828462,1.64,2462406,1.64,2527079,1.64,2583995,1.64,3020142,1.64,2983680,1.64,2997097,1.64,264333,1.64,247142,1.64,263402,1.64,241748,1.64,261144,1.64,222736,1.64,308231,1.64,300785,1.64,257896,1.64,2274502,1.64,2065973,1.64,2158720,1.64,1643970,1.64,1581275,1.64,1577199,1.64,2385495,1.64,2437771,1.64,2472626,1.64,145980,1.64,136915,1.64,143789
1.642,1627232,1.642,124247,1.642,146289,1.642,660853,1.642,443284,1.642,377014,1.642,513687,1.642,569499,1.642,555966,1.642,150640,1.642,135769,1.642,141162,1.642,1476838,1.642,1430327,1.642,1412572,1.642,2706338,1.642,2597406,1.642,2447980,1.642,678594,1.642,679620,1.642,811737,1.642,2411278,1.642,2474674,1.642,2531590,1.642,2957382,1.642,2922302,1.642,2934687,1.642,261006,1.642,244335,1.642,260241,1.642,239027,1.642,260274,1.642,220497,1.642,304194,1.642,297012,1.642,255445,1.642,2226622,1.642,2022570,1.642,2114641,1.642,1613123,1.642,1551532,1.642,1546666,1.642,2338049,1.642,2389612,1.642,2424019,1.642,145494,1.642,136351,1.642,143399
1.643,1624732,1.643,123044,1.643,145001,1.643,655299,1.643,437656,1.643,371455,1.643,504225,1.643,560615,1.643,545692,1.643,150172,1.643,135545,1.643,140919,1.643,1445686,1.643,1399900,1.643,1382435,1.643,2654058,1.643,2544927,1.643,2397956,1.643,665765,1.643,666207,1.643,795788,1.643,2361941,1.643,2424031,1.643,2481282,1.643,2896807,1.643,2862817,1.643,2874684,1.643,257813,1.643,241758,1.643,257139,1.643,236397,1.643,259237,1.643,218107,1.643,300177,1.643,293354,1.643,253114,1.643,2180330,1.643,1980536,1.643,2071886,1.643,1583343,1.643,1522635,1.643,1517410,1.643,2292166,1.643,2343162,1.643,2376869,1.643,144862,1.643,135899,1.643,143242
1.645,1622515,1.645,121995,1.645,143966,1.645,650067,1.645,432257,1.645,366096,1.645,495228,1.645,552423,1.645,535382,1.645,149709,1.645,135489,1.645,140685,1.645,1415633,1.645,1370325,1.645,1353486,1.645,2603391,1.645,2494265,1.645,2349653,1.645,653501,1.645,653514,1.645,780571,1.645,2314188,1.645,2375500,1.645,2432641,1.645,2838469,1.645,2805251,1.645,2816753,1.645,254791,1.645,239264,1.645,253997,1.645,233826,1.645,258186,1.645,215794,1.645,296394,1.645,289741,1.645,250858,1.645,2135595,1.645,1939653,1.645,2030670,1.645,1554335,1.645,1494458,1.645,1489153,1.645,2247674,1.645,2298162,1.645,2331466,1.645,144717,1.645,135755,1.645,143147
1.647,1620324,1.647,120860,1.647,143084,1.647,644884,1.647,427010,1.647,360817,1.647,486784,1.647,544638,1.647,525657,1.647,149225,1.647,135299,1.647,140486,1.647,1386460,1.647,1342060,1.647,1325870,1.647,2554176,1.647,2445260,1.647,2303047,1.647,641489,1.647,641304,1.647,765838,1.647,2268492,1.647,2328878,1.647,2385630,1.647,2782127,1.647,2749717,1.647,2760651,1.647,251955,1.647,236786,1.647,251064,1.647,231209,1.647,257139,1.647,213477,1.647,292699,1.647,286116,1.647,248750,1.647,2092501,1.647,1900352,1.647,1990470,1.647,1526062,1.647,1467083,1.647,1461969,1.647,2204458,1.647,2254424,1.647,2287592,1.647,144352,1.647,135890,1.647,142713
1.648,1618215,1.648,119982,1.648,142404,1.648,639907,1.648,422013,1.648,355732,1.648,478537,1.648,536924,1.648,516332,1.648,148816,1.648,135427,1.648,140126,1.648,1358351,1.648,1314843,1.648,1299476,1.648,2506679,1.648,2397939,1.648,2258112,1.648,629687,1.648,629347,1.648,751784,1.648,2224705,1.648,2283964,1.648,2340396,1.648,2727580,1.648,2696101,1.648,2706620,1.648,249181,1.648,234856,1.648,248236,1.648,228666,1.648,256330,1.648,211521,1.648,289540,1.648,282747,1.648,246462,1.648,2050650,1.648,1862574,1.648,1951715,1.648,1499129,1.648,1440445,1.648,1435710,1.648,2162524,1.648,2212183,1.648,2244959,1.648,144140,1.648,135873,1.648,142230
1.65,1616216,1.65,119265,1.65,141702,1.65,635113,1.65,417051,1.65,350379,1.65,470725,1.65,529249,1.65,507494,1.65,148363,1.65,134973,1.65,139976,1.65,1331290,1.65,1288655,1.65,1273976,1.65,2460564,1.65,2352527,1.65,2214989,1.65,618342,1.65,617963,1.65,738311,1.65,2182217,1.65,2240663,1.65,2296680,1.65,2674956,1.65,2644688,1.65,2654665,1.65,246336,1.65,232752,1.65,245358,1.65,226553,1.65,255653,1.65,209527,1.65,286712,1.65,279580,1.65,244271,1.65,2010716,1.65,1826309,1.65,1914250,1.65,1472868,1.65,1414824,1.65,1410538,1.65,2121956,1.65,2171405,1.65,2203708,1.65,143992,1.65,136013,1.65,141934
1.652,1614404,1.652,118527,1.652,140798,1.652,630346,1.652,412298,1.652,345264,1.652,462989,1.652,521864,1.652,498809,1.652,148112,1.652,134562,1.652,139747,1.652,1305266,1.652,1263571,1.652,1249422,1.652,2415894,1.652,2308305,1.652,2173721,1.652,607357,1.652,606894,1.652,725261,1.652,2141052,1.652,2198782,1.652,2254345,1.652,2623938,1.652,2595092,1.652,2604552,1.652,243646,1.652,230351,1.652,242628,1.652,224606,1.652,254970,1.652,207907,1.652,284205,1.652,276556,1.652,242099,1.652,1972070,1.652,1791437,1.652,1878075,1.652,1447396,1.652,1390017,1.652,1386045,1.652,2082851,1.652,2131886,1.652,2163926,1.652,143959,1.652,136038,1.652,141567
1.653,1612643,1.653,117853,1.653,139780,1.653,625573,1.653,407482,1.653,340277,1.653,455512,1.653,514387,1.653,490686,1.653,147953,1.653,133925,1.653,139340,1.653,1280151,1.653,1239467,1.653,1225715,1.653,2372901,1.653,2265576,1.653,2133590,1.653,596544,1.653,595957,1.653,712431,1.653,2101329,1.653,2158104,1.653,2213372,1.653,2574584,1.653,2547408,1.653,2556153,1.653,241043,1.653,228034,1.653,239945,1.653,222789,1.653,254110,1.653,206334,1.653,281706,1.653,273691,1.653,240134,1.653,1934575,1.653,1758059,1.653,1843231,1.653,1422804,1.653,1365961,1.653,1362235,1.653,2044966,1.653,2093838,1.653,2125310,1.653,143498,1.653,135801,1.653,141255
1.655,1611138,1.655,117353,1.655,138847,1.655,620856,1.655,402946,1.655,335382,1.655,448265,1.655,506880,1.655,482685,1.655,147842,1.655,133362,1.655,138873,1.655,1255905,1.655,1216079,1.655,1202718,1.655,2331304,1.655,2224359,1.655,2094855,1.655,586228,1.655,585255,1.655,700097,1.655,2062816,1.655,2118503,1.655,2173825,1.655,2526926,1.655,2501101,1.655,2509509,1.655,238501,1.655,226028,1.655,237346,1.655,220981,1.655,253137,1.655,204800,1.655,279398,1.655,270999,1.655,238363,1.655,1898492,1.655,1725532,1.655,1809762,1.655,1398799,1.655,1342725,1.655,1339086,1.655,2008549,1.655,2057194,1.655,2087823,1.655,143209,1.655,135311,1.655,141294
1.657,1609609,1.657,116808,1.657,137768,1.657,615904,1.657,398592,1.657,330763,1.657,441195,1.657,499705,1.657,475018,1.657,147589,1.657,132769,1.657,138439,1.657,1232198,1.657,1193212,1.657,1180093,1.657,2291010,1.657,2184584,1.657,2057571,1.657,576703,1.657,575157,1.657,687877,1.657,2025304,1.657,2080026,1.657,2135549,1.657,2480814,1.657,2456313,1.657,2464378,1.657,236158,1.657,223831,1.657,234746,1.657,219237,1.657,251772,1.657,203009,1.657,277032,1.657,268323,1.657,236611,1.657,1863687,1.657,1694205,1.657,1777306,1.657,1375144,1.657,1320158,1.657,1316525,1.657,1973686,1.657,2021647,1.657,2051872,1.657,142926,1.657,134805,1.657,141490
1.658,1608051,1.658,116060,1.658,136807,1.658,610664,1.658,394317,1.658,326607,1.658,434339,1.658,492906,1.658,467310,1.658,147398,1.658,132594,1.658,137970,1.658,1209289,1.658,1171026,1.658,1158210,1.658,2252008,1.658,2145891,1.658,2021283,1.658,567158,1.658,565247,1.658,675970,1.658,1989305,1.658,2042824,1.658,2098437,1.658,2436160,1.658,2412681,1.658,2420767,1.658,234051,1.658,221745,1.658,232355,1.658,217247,1.658,250471,1.658,201107,1.658,274439,1.658,265471,1.658,234816,1.658,1829626,1.658,1663545,1.658,1745861,1.658,1352171,1.658,1298059,1.658,1294464,1.658,1940076,1.658,1987317,1.658,2016916,1.658,142496,1.658,134201,1.658,141652
1.66,1606781,1.66,115346,1.66,136058,1.66,605598,1.66,390074,1.66,322566,1.66,427871,1.66,486238,1.66,459927,1.66,147165,1.66,132257,1.66,137497,1.66,1187050,1.66,1149599,1.66,1137122,1.66,2214277,1.66,2108707,1.66,1985960,1.66,557816,1.66,555801,1.66,664193,1.66,1954622,1.66,2006961,1.66,2062461,1.66,2393063,1.66,2370516,1.66,2378538,1.66,231841,1.66,219849,1.66,230101,1.66,215226,1.66,249231,1.66,198942,1.66,271824,1.66,262706,1.66,233038,1.66,1796952,1.66,1633937,1.66,1715350,1.66,1329908,1.66,1276640,1.66,1273283,1.66,1907673,1.66,1954289,1.66,1982983,1.66,142172,1.66,133546,1.66,141740
