X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
3.533,1937687,3.533,467466,3.533,543863,3.533,428939,3.533,489167,3.533,503958,3.533,511634,3.533,511209,3.533,511001,3.533,527184,3.533,507828,3.533,520442,3.533,524583,3.533,519736,3.533,518053,3.533,518291,3.533,528495,3.533,524049,3.533,520635,3.533,512071,3.533,528889,3.533,518368,3.533,518638,3.533,521930,3.533,518726,3.533,523971,3.533,520555,3.533,519699,3.533,522081,3.533,522783,3.533,517631,3.533,509264,3.533,511439,3.533,538488,3.533,522181,3.533,532925,3.533,510955,3.533,513722,3.533,524739,3.533,517496,3.533,520885,3.533,514937,3.533,562974,3.533,578475,3.533,543632,3.533,503666,3.533,496206,3.533,528141
3.535,1939460,3.535,468666,3.535,545602,3.535,430221,3.535,490558,3.535,505329,3.535,513088,3.535,512223,3.535,512538,3.535,528394,3.535,509341,3.535,522013,3.535,526582,3.535,521468,3.535,519845,3.535,519961,3.535,530423,3.535,526214,3.535,522020,3.535,513334,3.535,530589,3.535,520144,3.535,520131,3.535,523649,3.535,520577,3.535,525886,3.535,522290,3.535,521473,3.535,523480,3.535,524100,3.535,519161,3.535,510616,3.535,512716,3.535,541185,3.535,523650,3.535,534977,3.535,512279,3.535,515182,3.535,526454,3.535,518906,3.535,522428,3.535,516387,3.535,564631,3.535,579801,3.535,545247,3.535,504729,3.535,496821,3.535,530129
3.537,1941309,3.537,470020,3.537,547272,3.537,431609,3.537,492283,3.537,506815,3.537,514409,3.537,513471,3.537,514080,3.537,529615,3.537,510794,3.537,523888,3.537,528688,3.537,523466,3.537,521669,3.537,521789,3.537,532220,3.537,527910,3.537,523429,3.537,514662,3.537,532240,3.537,522127,3.537,521628,3.537,525365,3.537,522486,3.537,527675,3.537,524164,3.537,523561,3.537,525037,3.537,525602,3.537,520993,3.537,511762,3.537,513810,3.537,543915,3.537,524846,3.537,537192,3.537,513531,3.537,516629,3.537,527966,3.537,520182,3.537,523904,3.537,517722,3.537,566343,3.537,581173,3.537,546889,3.537,505840,3.537,497639,3.537,531812
3.538,1943536,3.538,471170,3.538,548965,3.538,433011,3.538,494091,3.538,508330,3.538,515711,3.538,514636,3.538,515933,3.538,531005,3.538,512081,3.538,526026,3.538,530636,3.538,525246,3.538,523794,3.538,523533,3.538,534064,3.538,529480,3.538,524642,3.538,515980,3.538,533528,3.538,523828,3.538,522921,3.538,526817,3.538,524343,3.538,529153,3.538,525986,3.538,525522,3.538,526590,3.538,527183,3.538,523014,3.538,512817,3.538,514951,3.538,546669,3.538,525933,3.538,538925,3.538,514793,3.538,518096,3.538,529263,3.538,521450,3.538,525224,3.538,519012,3.538,567887,3.538,582788,3.538,548385,3.538,506967,3.538,498407,3.538,533201
3.54,1945642,3.54,472380,3.54,550377,3.54,434453,3.54,495854,3.54,509708,3.54,517009,3.54,515682,3.54,517820,3.54,532407,3.54,513235,3.54,527809,3.54,532337,3.54,526857,3.54,525625,3.54,525310,3.54,535491,3.54,530770,3.54,525792,3.54,516991,3.54,535012,3.54,525337,3.54,524319,3.54,528056,3.54,525841,3.54,530622,3.54,527778,3.54,527276,3.54,528165,3.54,528578,3.54,524742,3.54,514109,3.54,516062,3.54,549216,3.54,527050,3.54,540833,3.54,516096,3.54,519468,3.54,530629,3.54,522634,3.54,526265,3.54,520156,3.54,569433,3.54,584217,3.54,549434,3.54,507964,3.54,499148,3.54,534324
3.542,1947890,3.542,473629,3.542,551490,3.542,435812,3.542,497716,3.542,511280,3.542,518149,3.542,516709,3.542,519660,3.542,533704,3.542,514274,3.542,529399,3.542,533896,3.542,528516,3.542,527455,3.542,526959,3.542,536720,3.542,531873,3.542,526972,3.542,517978,3.542,536358,3.542,526797,3.542,525281,3.542,529026,3.542,526987,3.542,531695,3.542,529271,3.542,528716,3.542,529453,3.542,529795,3.542,526261,3.542,515283,3.542,517374,3.542,551796,3.542,528161,3.542,542513,3.542,517452,3.542,520573,3.542,531812,3.542,523631,3.542,527350,3.542,521223,3.542,570746,3.542,585730,3.542,550190,3.542,508745,3.542,499898,3.542,535157
3.543,1949792,3.543,474847,3.543,552775,3.543,437178,3.543,499563,3.543,512881,3.543,519111,3.543,517939,3.543,521267,3.543,534810,3.543,515136,3.543,530884,3.543,535078,3.543,529969,3.543,528766,3.543,528427,3.543,537597,3.543,532744,3.543,527849,3.543,518964,3.543,537386,3.543,527977,3.543,526326,3.543,529667,3.543,527931,3.543,532506,3.543,530386,3.543,530017,3.543,530576,3.543,531103,3.543,527314,3.543,516415,3.543,518486,3.543,554005,3.543,529430,3.543,543775,3.543,518773,3.543,521581,3.543,532731,3.543,524654,3.543,528058,3.543,522219,3.543,571793,3.543,587344,3.543,550690,3.543,509463,3.543,500907,3.543,535554
3.545,1951629,3.545,475753,3.545,553782,3.545,438332,3.545,500925,3.545,514241,3.545,520244,3.545,518987,3.545,522402,3.545,535774,3.545,516109,3.545,531875,3.545,535908,3.545,530865,3.545,529996,3.545,529168,3.545,538204,3.545,533533,3.545,528407,3.545,519650,3.545,538232,3.545,528842,3.545,527292,3.545,530070,3.545,528485,3.545,533188,3.545,531166,3.545,531094,3.545,531274,3.545,531957,3.545,528031,3.545,517339,3.545,519503,3.545,555786,3.545,530618,3.545,544509,3.545,519954,3.545,522498,3.545,533724,3.545,525680,3.545,528689,3.545,522932,3.545,572601,3.545,588671,3.545,551118,3.545,510249,3.545,501599,3.545,536037
3.547,1953020,3.547,476657,3.547,554817,3.547,439256,3.547,502100,3.547,515420,3.547,520958,3.547,520128,3.547,523227,3.547,536673,3.547,516934,3.547,532517,3.547,536570,3.547,531798,3.547,530652,3.547,529677,3.547,538597,3.547,534024,3.547,528963,3.547,520106,3.547,538923,3.547,529740,3.547,528146,3.547,530466,3.547,528809,3.547,533675,3.547,531623,3.547,532093,3.547,531849,3.547,532713,3.547,528372,3.547,518102,3.547,520281,3.547,557086,3.547,531688,3.547,545015,3.547,520885,3.547,523260,3.547,534440,3.547,526550,3.547,529088,3.547,523459,3.547,573464,3.547,589576,3.547,551543,3.547,510915,3.547,502498,3.547,536402
3.548,1954017,3.548,477669,3.548,555687,3.548,440103,3.548,503008,3.548,516651,3.548,521490,3.548,521213,3.548,523546,3.548,537413,3.548,517750,3.548,532976,3.548,536916,3.548,532480,3.548,531080,3.548,529785,3.548,538718,3.548,534256,3.548,529229,3.548,520776,3.548,539183,3.548,530476,3.548,528847,3.548,530894,3.548,529048,3.548,533818,3.548,531747,3.548,532769,3.548,532435,3.548,533609,3.548,528753,3.548,518490,3.548,520677,3.548,557840,3.548,532293,3.548,544959,3.548,521430,3.548,523752,3.548,534889,3.548,527350,3.548,529756,3.548,523951,3.548,574055,3.548,590172,3.548,551974,3.548,511664,3.548,503350,3.548,536754
3.55,1954247,3.55,478504,3.55,556462,3.55,440729,3.55,503593,3.55,517766,3.55,522107,3.55,522178,3.55,523676,3.55,537993,3.55,518487,3.55,533330,3.55,537003,3.55,532643,3.55,530922,3.55,529495,3.55,538769,3.55,534341,3.55,529345,3.55,521206,3.55,539269,3.55,530898,3.55,529374,3.55,531286,3.55,529378,3.55,534055,3.55,531583,3.55,533461,3.55,532785,3.55,534260,3.55,529109,3.55,518763,3.55,520819,3.55,557861,3.55,532582,3.55,544498,3.55,521866,3.55,524005,3.55,535338,3.55,527931,3.55,530202,3.55,524120,3.55,574359,3.55,590290,3.55,552546,3.55,512448,3.55,504292,3.55,537060
3.552,1954237,3.552,479211,3.552,556826,3.552,441082,3.552,503958,3.552,518422,3.552,522547,3.552,522847,3.552,523670,3.552,538485,3.552,519382,3.552,533626,3.552,536830,3.552,532497,3.552,530636,3.552,529068,3.552,538748,3.552,534389,3.552,529447,3.552,521354,3.552,539411,3.552,531122,3.552,529588,3.552,531639,3.552,529587,3.552,534075,3.552,531378,3.552,534162,3.552,533042,3.552,534635,3.552,529565,3.552,518835,3.552,520851,3.552,557645,3.552,532591,3.552,543864,3.552,521926,3.552,524249,3.552,535672,3.552,528316,3.552,530601,3.552,524278,3.552,574588,3.552,589776,3.552,553101,3.552,513102,3.552,505061,3.552,537375
3.553,1953721,3.553,479862,3.553,557013,3.553,441234,3.553,504363,3.553,518877,3.553,522641,3.553,523380,3.553,523969,3.553,539063,3.553,519945,3.553,533919,3.553,536425,3.553,532289,3.553,530016,3.553,528896,3.553,538628,3.553,534202,3.553,529379,3.553,521567,3.553,539406,3.553,531293,3.553,529674,3.553,531869,3.553,529740,3.553,533805,3.553,531081,3.553,534509,3.553,533408,3.553,535062,3.553,529822,3.553,519073,3.553,520686,3.553,556971,3.553,532568,3.553,543277,3.553,521990,3.553,524182,3.553,535622,3.553,528781,3.553,531022,3.553,524689,3.553,574666,3.553,588974,3.553,553413,3.553,513530,3.553,506155,3.553,537643
3.555,1952926,3.555,480284,3.555,556826,3.555,441237,3.555,504655,3.555,519211,3.555,522980,3.555,523485,3.555,524338,3.555,539386,3.555,520431,3.555,534229,3.555,535967,3.555,531826,3.555,529399,3.555,528408,3.555,538478,3.555,534044,3.555,529253,3.555,521820,3.555,539292,3.555,531031,3.555,529667,3.555,532122,3.555,529941,3.555,533548,3.555,530802,3.555,534716,3.555,533627,3.555,535230,3.555,530206,3.555,519232,3.555,520538,3.555,556235,3.555,532737,3.555,542646,3.555,522016,3.555,523989,3.555,535660,3.555,529195,3.555,531730,3.555,525179,3.555,574378,3.555,588179,3.555,553647,3.555,513989,3.555,507126,3.555,538025
3.557,1951997,3.557,480375,3.557,556573,3.557,441103,3.557,504804,3.557,519023,3.557,523039,3.557,523392,3.557,524829,3.557,539629,3.557,520853,3.557,534668,3.557,535492,3.557,531339,3.557,528767,3.557,528031,3.557,538411,3.557,533809,3.557,529162,3.557,521969,3.557,539278,3.557,530702,3.557,529500,3.557,532204,3.557,530204,3.557,533266,3.557,530716,3.557,535062,3.557,533478,3.557,535067,3.557,530310,3.557,519390,3.557,520561,3.557,555414,3.557,533036,3.557,542143,3.557,522103,3.557,523840,3.557,535615,3.557,529576,3.557,532057,3.557,525635,3.557,574185,3.557,587572,3.557,553950,3.557,514329,3.557,508006,3.557,538211
3.558,1951326,3.558,480314,3.558,556513,3.558,440868,3.558,504895,3.558,518456,3.558,523005,3.558,523302,3.558,525395,3.558,539846,3.558,521092,3.558,534864,3.558,535080,3.558,530999,3.558,528353,3.558,527817,3.558,538123,3.558,533455,3.558,528891,3.558,522081,3.558,539216,3.558,530828,3.558,529437,3.558,532368,3.558,530195,3.558,533011,3.558,530744,3.558,535122,3.558,533577,3.558,535094,3.558,530309,3.558,519589,3.558,520456,3.558,554883,3.558,533363,3.558,542001,3.558,522159,3.558,524000,3.558,535619,3.558,530088,3.558,532434,3.558,526198,3.558,574204,3.558,587132,3.558,554110,3.558,514769,3.558,508626,3.558,538400
3.56,1950673,3.56,480216,3.56,556502,3.56,440640,3.56,504947,3.56,517999,3.56,523174,3.56,523427,3.56,525901,3.56,539966,3.56,521005,3.56,534874,3.56,534746,3.56,530830,3.56,528049,3.56,527683,3.56,538031,3.56,532920,3.56,528886,3.56,522441,3.56,539033,3.56,531060,3.56,529459,3.56,532606,3.56,530184,3.56,533163,3.56,530622,3.56,534857,3.56,533734,3.56,535041,3.56,530303,3.56,520023,3.56,520466,3.56,554287,3.56,533845,3.56,542238,3.56,522371,3.56,524052,3.56,535589,3.56,530580,3.56,532987,3.56,526788,3.56,574251,3.56,587144,3.56,554386,3.56,515487,3.56,509242,3.56,538580
3.562,1950068,3.562,480274,3.562,556541,3.562,440593,3.562,505041,3.562,517667,3.562,523522,3.562,523594,3.562,526064,3.562,539761,3.562,521040,3.562,534808,3.562,534547,3.562,530660,3.562,528094,3.562,527539,3.562,537868,3.562,532561,3.562,529221,3.562,522802,3.562,539086,3.562,531190,3.562,529290,3.562,532940,3.562,530196,3.562,533570,3.562,530523,3.562,534761,3.562,533892,3.562,535136,3.562,530511,3.562,520450,3.562,520798,3.562,554080,3.562,534248,3.562,542574,3.562,522576,3.562,524386,3.562,535841,3.562,530751,3.562,533532,3.562,527286,3.562,574348,3.562,587508,3.562,554761,3.562,516385,3.562,509487,3.562,538766
3.563,1949770,3.563,480498,3.563,556872,3.563,440801,3.563,504940,3.563,517507,3.563,523872,3.563,524124,3.563,526131,3.563,539617,3.563,521033,3.563,534813,3.563,534465,3.563,530601,3.563,528282,3.563,527885,3.563,537667,3.563,532273,3.563,529651,3.563,523179,3.563,539469,3.563,531789,3.563,529125,3.563,533177,3.563,530140,3.563,534058,3.563,530552,3.563,534620,3.563,534105,3.563,535272,3.563,530692,3.563,520902,3.563,521079,3.563,554061,3.563,534235,3.563,543089,3.563,522757,3.563,524843,3.563,536117,3.563,530940,3.563,533724,3.563,527644,3.563,574576,3.563,588072,3.563,555158,3.563,517208,3.563,509772,3.563,538849
3.565,1949612,3.565,480980,3.565,557469,3.565,441054,3.565,504886,3.565,517694,3.565,524685,3.565,524803,3.565,526401,3.565,539573,3.565,521048,3.565,534842,3.565,534406,3.565,530690,3.565,528432,3.565,528291,3.565,537736,3.565,532318,3.565,530195,3.565,523488,3.565,540070,3.565,532602,3.565,529292,3.565,533560,3.565,530073,3.565,534907,3.565,530406,3.565,534425,3.565,534599,3.565,535592,3.565,531108,3.565,521592,3.565,521294,3.565,554480,3.565,534391,3.565,543697,3.565,522889,3.565,525533,3.565,536464,3.565,531295,3.565,534177,3.565,528078,3.565,574846,3.565,588623,3.565,555679,3.565,518221,3.565,510201,3.565,539188
3.567,1949664,3.567,481633,3.567,557849,3.567,441408,3.567,505065,3.567,518311,3.567,525442,3.567,525632,3.567,526600,3.567,539534,3.567,520964,3.567,535191,3.567,534461,3.567,530845,3.567,528773,3.567,528800,3.567,537989,3.567,532654,3.567,530933,3.567,523878,3.567,540575,3.567,532971,3.567,529606,3.567,533820,3.567,530274,3.567,535682,3.567,530431,3.567,534569,3.567,535099,3.567,535795,3.567,531606,3.567,522332,3.567,521707,3.567,555037,3.567,534683,3.567,544155,3.567,523045,3.567,525990,3.567,536857,3.567,531476,3.567,534936,3.567,528555,3.567,575081,3.567,589347,3.567,556158,3.567,519177,3.567,510818,3.567,539635
3.568,1949714,3.568,482448,3.568,558398,3.568,441842,3.568,505151,3.568,519052,3.568,526070,3.568,526344,3.568,526848,3.568,539694,3.568,521181,3.568,535554,3.568,534592,3.568,531117,3.568,529312,3.568,529340,3.568,538208,3.568,533441,3.568,531501,3.568,524145,3.568,541284,3.568,533254,3.568,530123,3.568,534051,3.568,530659,3.568,536145,3.568,530812,3.568,534701,3.568,535623,3.568,536049,3.568,532112,3.568,522887,3.568,522172,3.568,555896,3.568,534901,3.568,544591,3.568,523300,3.568,526524,3.568,537365,3.568,531876,3.568,535742,3.568,528964,3.568,575501,3.568,590112,3.568,556581,3.568,520037,3.568,511547,3.568,540151
3.57,1949914,3.57,483123,3.57,558966,3.57,442216,3.57,505193,3.57,519857,3.57,526845,3.57,526999,3.57,527503,3.57,540352,3.57,521420,3.57,536203,3.57,534947,3.57,531580,3.57,529684,3.57,529954,3.57,538669,3.57,534338,3.57,531764,3.57,524352,3.57,542024,3.57,533763,3.57,530945,3.57,534626,3.57,531256,3.57,536611,3.57,531150,3.57,534923,3.57,536305,3.57,536111,3.57,532376,3.57,523284,3.57,522450,3.57,556909,3.57,535340,3.57,545023,3.57,523721,3.57,527233,3.57,537850,3.57,532615,3.57,536612,3.57,529194,3.57,576072,3.57,591092,3.57,557014,3.57,520950,3.57,512530,3.57,540720
3.572,1950035,3.572,483819,3.572,559246,3.572,442558,3.572,505721,3.572,520630,3.572,527523,3.572,527586,3.572,528220,3.572,541146,3.572,521788,3.572,536744,3.572,535193,3.572,532219,3.572,530176,3.572,530553,3.572,539399,3.572,535317,3.572,531905,3.572,524674,3.572,542565,3.572,534146,3.572,531989,3.572,535392,3.572,532007,3.572,537114,3.572,531664,3.572,535210,3.572,536874,3.572,536378,3.572,532747,3.572,523726,3.572,522684,3.572,557990,3.572,536131,3.572,545385,3.572,524218,3.572,528019,3.572,538285,3.572,533411,3.572,537784,3.572,529438,3.572,576906,3.572,591959,3.572,557343,3.572,522025,3.572,513682,3.572,541339
3.573,1950106,3.573,484358,3.573,559464,3.573,442933,3.573,506504,3.573,521496,3.573,527982,3.573,528215,3.573,528842,3.573,541960,3.573,522122,3.573,537326,3.573,535662,3.573,532872,3.573,531005,3.573,531151,3.573,540044,3.573,536033,3.573,532194,3.573,525139,3.573,542714,3.573,534510,3.573,533080,3.573,536154,3.573,532908,3.573,537249,3.573,532375,3.573,535673,3.573,537462,3.573,536633,3.573,533191,3.573,524124,3.573,523202,3.573,558740,3.573,536769,3.573,545646,3.573,524962,3.573,528657,3.573,538860,3.573,533890,3.573,538862,3.573,529642,3.573,577790,3.573,593020,3.573,557595,3.573,522835,3.573,514857,3.573,541813
3.575,1950146,3.575,485035,3.575,559779,3.575,443333,3.575,507296,3.575,522120,3.575,528675,3.575,528697,3.575,529520,3.575,542869,3.575,522746,3.575,537786,3.575,536190,3.575,533651,3.575,531771,3.575,531813,3.575,540852,3.575,536814,3.575,532611,3.575,525945,3.575,543114,3.575,535164,3.575,534078,3.575,536986,3.575,533647,3.575,537469,3.575,533182,3.575,536030,3.575,537897,3.575,537017,3.575,533731,3.575,524415,3.575,523739,3.575,559368,3.575,537441,3.575,545872,3.575,525890,3.575,529528,3.575,539491,3.575,534706,3.575,539529,3.575,529920,3.575,578944,3.575,594126,3.575,558066,3.575,523601,3.575,515795,3.575,542389
3.577,1950540,3.577,485625,3.577,560102,3.577,443790,3.577,508319,3.577,522803,3.577,529538,3.577,529325,3.577,530339,3.577,543802,3.577,523499,3.577,538216,3.577,536914,3.577,534576,3.577,532553,3.577,532582,3.577,541734,3.577,537377,3.577,533179,3.577,526884,3.577,543433,3.577,535971,3.577,535115,3.577,538096,3.577,534362,3.577,537964,3.577,533882,3.577,536681,3.577,538582,3.577,537440,3.577,534260,3.577,524848,3.577,524369,3.577,559553,3.577,538159,3.577,545706,3.577,526934,3.577,530633,3.577,540165,3.577,535348,3.577,539955,3.577,530462,3.577,580163,3.577,595370,3.577,558469,3.577,524282,3.577,516679,3.577,543233
3.578,1951337,3.578,486385,3.578,560691,3.578,444443,3.578,509388,3.578,523352,3.578,530397,3.578,530147,3.578,530963,3.578,544373,3.578,524168,3.578,538465,3.578,537696,3.578,535553,3.578,533637,3.578,533514,3.578,542796,3.578,537965,3.578,534083,3.578,528051,3.578,543882,3.578,536835,3.578,536204,3.578,538889,3.578,535027,3.578,538800,3.578,535095,3.578,537305,3.578,539203,3.578,538347,3.578,535213,3.578,525639,3.578,525338,3.578,559368,3.578,538774,3.578,545630,3.578,527944,3.578,531528,3.578,540958,3.578,535833,3.578,540347,3.578,531304,3.578,581682,3.578,596424,3.578,559040,3.578,524687,3.578,517396,3.578,544095
3.58,1952404,3.58,487161,3.58,561712,3.58,445016,3.58,510264,3.58,524060,3.58,531329,3.58,530947,3.58,531643,3.58,544885,3.58,524783,3.58,538994,3.58,538662,3.58,536493,3.58,534603,3.58,534598,3.58,543852,3.58,538928,3.58,535335,3.58,529254,3.58,544570,3.58,537885,3.58,537179,3.58,539745,3.58,535836,3.58,539921,3.58,536245,3.58,537934,3.58,540090,3.58,539357,3.58,536133,3.58,526454,3.58,526721,3.58,558839,3.58,539248,3.58,545659,3.58,529177,3.58,532310,3.58,542088,3.58,536414,3.58,540560,3.58,532405,3.58,583445,3.58,597970,3.58,560159,3.58,524972,3.58,517891,3.58,544937
3.582,1954002,3.582,488055,3.582,562846,3.582,445673,3.582,511061,3.582,524673,3.582,532290,3.582,531827,3.582,532343,3.582,545503,3.582,525650,3.582,539425,3.582,539824,3.582,537753,3.582,535505,3.582,535906,3.582,545138,3.582,540389,3.582,536347,3.582,530459,3.582,545760,3.582,538953,3.582,538038,3.582,540818,3.582,536696,3.582,541508,3.582,537702,3.582,538671,3.582,541006,3.582,540354,3.582,536912,3.582,527123,3.582,527989,3.582,558324,3.582,539911,3.582,546012,3.582,530475,3.582,533256,3.582,543471,3.582,537365,3.582,540815,3.582,533752,3.582,585409,3.582,599503,3.582,561413,3.582,525564,3.582,518243,3.582,546255
3.583,1955884,3.583,488843,3.583,564195,3.583,446483,3.583,511857,3.583,525575,3.583,533305,3.583,533042,3.583,533380,3.583,546333,3.583,526551,3.583,539786,3.583,541200,3.583,539154,3.583,536494,3.583,537336,3.583,546609,3.583,541942,3.583,537642,3.583,531446,3.583,547098,3.583,540278,3.583,539016,3.583,542243,3.583,538046,3.583,543253,3.583,539248,3.583,539562,3.583,542302,3.583,541465,3.583,537758,3.583,528278,3.583,529573,3.583,557789,3.583,540633,3.583,546724,3.583,531631,3.583,534338,3.583,544882,3.583,538376,3.583,541403,3.583,535203,3.583,587398,3.583,601223,3.583,562713,3.583,526288,3.583,518902,3.583,547531
3.585,1957748,3.585,489846,3.585,565573,3.585,447388,3.585,512669,3.585,526619,3.585,534288,3.585,534280,3.585,534460,3.585,547502,3.585,527376,3.585,540660,3.585,542668,3.585,540429,3.585,537874,3.585,539241,3.585,548304,3.585,543947,3.585,539159,3.585,532592,3.585,548815,3.585,542020,3.585,540168,3.585,543847,3.585,539569,3.585,545193,3.585,541121,3.585,540643,3.585,543602,3.585,543049,3.585,538806,3.585,529503,3.585,531392,3.585,557635,3.585,541769,3.585,548049,3.585,532957,3.585,535490,3.585,546612,3.585,539676,3.585,542377,3.585,536624,3.585,589534,3.585,602956,3.585,564486,3.585,527089,3.585,519746,3.585,548584
3.587,1959481,3.587,490972,3.587,567134,3.587,448301,3.587,513808,3.587,528032,3.587,535198,3.587,535690,3.587,535696,3.587,549068,3.587,528484,3.587,541848,3.587,544322,3.587,541936,3.587,539320,3.587,541087,3.587,550158,3.587,546211,3.587,541199,3.587,533914,3.587,550616,3.587,543873,3.587,541573,3.587,545879,3.587,541372,3.587,547110,3.587,543074,3.587,542030,3.587,545073,3.587,544431,3.587,539854,3.587,530633,3.587,533170,3.587,557991,3.587,543181,3.587,549598,3.587,534437,3.587,536952,3.587,548513,3.587,541114,3.587,543518,3.587,538016,3.587,591623,3.587,604953,3.587,566474,3.587,528140,3.587,520757,3.587,549954
3.588,1961326,3.588,492356,3.588,568763,3.588,449426,3.588,515167,3.588,529305,3.588,536346,3.588,537210,3.588,537189,3.588,551021,3.588,530008,3.588,543079,3.588,546293,3.588,543629,3.588,541348,3.588,543052,3.588,552437,3.588,548336,3.588,543380,3.588,535377,3.588,552665,3.588,545991,3.588,543320,3.588,548263,3.588,543334,3.588,549072,3.588,545467,3.588,543651,3.588,546606,3.588,545908,3.588,541096,3.588,532306,3.588,534906,3.588,558801,3.588,545070,3.588,551602,3.588,535930,3.588,538784,3.588,550624,3.588,542805,3.588,545045,3.588,539632,3.588,593695,3.588,606717,3.588,568231,3.588,529374,3.588,521836,3.588,551814
3.59,1962995,3.59,493787,3.59,570357,3.59,450846,3.59,516598,3.59,530794,3.59,537700,3.59,538852,3.59,538742,3.59,553191,3.59,531482,3.59,544720,3.59,548548,3.59,545275,3.59,543800,3.59,545111,3.59,554943,3.59,550392,3.59,546014,3.59,537143,3.59,554649,3.59,548363,3.59,545312,3.59,550836,3.59,545846,3.59,551195,3.59,547982,3.59,545307,3.59,548493,3.59,547856,3.59,542715,3.59,534302,3.59,536913,3.59,560188,3.59,547368,3.59,553731,3.59,537602,3.59,540867,3.59,552823,3.59,544620,3.59,546816,3.59,541165,3.59,595874,3.59,608938,3.59,570140,3.59,530298,3.59,523126,3.59,553368
3.592,1964680,3.592,495439,3.592,571878,3.592,452466,3.592,517939,3.592,532288,3.592,539135,3.592,540374,3.592,540189,3.592,555303,3.592,533164,3.592,546884,3.592,551064,3.592,546991,3.592,546686,3.592,547464,3.592,557562,3.592,552673,3.592,548593,3.592,539149,3.592,556751,3.592,550604,3.592,547545,3.592,553321,3.592,548306,3.592,553510,3.592,550760,3.592,547222,3.592,550280,3.592,549853,3.592,544229,3.592,536190,3.592,539003,3.592,562217,3.592,549937,3.592,556067,3.592,539573,3.592,542959,3.592,555415,3.592,546327,3.592,548588,3.592,542804,3.592,598261,3.592,611414,3.592,572116,3.592,531014,3.592,524160,3.592,555108
3.593,1966494,3.593,497071,3.593,573577,3.593,454106,3.593,519458,3.593,533736,3.593,540738,3.593,542049,3.593,541727,3.593,557195,3.593,535110,3.593,548930,3.593,553742,3.593,549172,3.593,549247,3.593,549638,3.593,560171,3.593,554757,3.593,551022,3.593,541090,3.593,558596,3.593,552512,3.593,549801,3.593,555507,3.593,551000,3.593,555861,3.593,553595,3.593,548953,3.593,552135,3.593,551494,3.593,545855,3.593,538283,3.593,540697,3.593,564757,3.593,552379,3.593,558379,3.593,541498,3.593,545000,3.593,558047,3.593,547812,3.593,550450,3.593,544343,3.593,600889,3.593,614443,3.593,573797,3.593,531868,3.593,524887,3.593,557049
3.595,1968600,3.595,498740,3.595,575052,3.595,455880,3.595,520686,3.595,535116,3.595,542369,3.595,543660,3.595,543433,3.595,558954,3.595,537034,3.595,551085,3.595,556349,3.595,551271,3.595,551945,3.595,552036,3.595,562922,3.595,556893,3.595,552806,3.595,542925,3.595,560344,3.595,554484,3.595,551745,3.595,557559,3.595,553613,3.595,558102,3.595,556219,3.595,550622,3.595,553852,3.595,553443,3.595,547437,3.595,540540,3.595,542442,3.595,567670,3.595,555032,3.595,560850,3.595,543304,3.595,546896,3.595,560769,3.595,549472,3.595,552274,3.595,546063,3.595,604027,3.595,618035,3.595,575234,3.595,532872,3.595,525674,3.595,558791
3.597,1970744,3.597,500382,3.597,576550,3.597,457680,3.597,521801,3.597,536819,3.597,543688,3.597,545341,3.597,544937,3.597,560537,3.597,538702,3.597,553039,3.597,558882,3.597,553525,3.597,554322,3.597,554286,3.597,565142,3.597,558785,3.597,554304,3.597,544758,3.597,561880,3.597,556024,3.597,553631,3.597,559085,3.597,555919,3.597,560074,3.597,558441,3.597,552405,3.597,555508,3.597,555255,3.597,548996,3.597,542390,3.597,543929,3.597,571216,3.597,557686,3.597,563285,3.597,545144,3.597,548499,3.597,563233,3.597,550738,3.597,553867,3.597,547371,3.597,607436,3.597,622221,3.597,576649,3.597,533715,3.597,526526,3.597,560099
3.598,1972909,3.598,502123,3.598,577925,3.598,459250,3.598,522841,3.598,538256,3.598,544931,3.598,546783,3.598,546453,3.598,562036,3.598,540351,3.598,554687,3.598,560972,3.598,555725,3.598,556407,3.598,556342,3.598,566895,3.598,560458,3.598,555548,3.598,546393,3.598,563498,3.598,557314,3.598,555395,3.598,560137,3.598,557680,3.598,561655,3.598,560228,3.598,554116,3.598,556804,3.598,556478,3.598,550409,3.598,544062,3.598,545028,3.598,574959,3.598,560325,3.598,565843,3.598,546645,3.598,549889,3.598,565720,3.598,551833,3.598,555140,3.598,548612,3.598,611308,3.598,626645,3.598,577814,3.598,534723,3.598,527285,3.598,561578
