X15,Y15
0,0
0.0008333333,0
0.001666667,0
0.0025,0
0.003333333,0
0.004166667,0
0.005,2.339482e-06
0.005833333,2.816319e-06
0.006666667,3.769994e-06
0.0075,4.008412e-06
0.008333333,2.816319e-06
0.009166667,-5.215406e-07
0.01,-4.574656e-06
0.01083333,-6.482005e-06
0.01166667,-5.051494e-06
0.0125,-1.952052e-06
0.01333333,4.321337e-07
0.01416667,-2.831221e-07
0.015,-2.905726e-06
0.01583333,-6.482005e-06
0.01666667,-9.104609e-06
0.0175,-1.02967e-05
0.01833333,-1.172721e-05
0.01916667,-1.291931e-05
0.02,-1.315773e-05
0.02083333,-1.244247e-05
0.02166667,-9.581447e-06
0.0225,-6.243587e-06
0.02333333,1.937151e-07
0.02416667,1.044571e-05
0.025,2.379715e-05
0.02583333,3.762543e-05
0.02666667,4.835427e-05
0.0275,5.550683e-05
0.02833333,6.003678e-05
0.02916667,6.337464e-05
0.03,6.504357e-05
0.03083333,6.385148e-05
0.03166667,5.979836e-05
0.0325,5.479157e-05
0.03333333,4.954636e-05
0.03416667,4.525483e-05
0.035,4.096329e-05
0.03583333,3.571808e-05
0.03666667,2.975762e-05
0.0375,2.403557e-05
0.03833333,2.022088e-05
0.03916667,1.879036e-05
0.04,1.92672e-05
0.04083333,1.998246e-05
0.04166667,1.998246e-05
0.0425,1.807511e-05
0.04333333,1.521409e-05
0.04416667,1.139939e-05
0.045,7.584691e-06
0.04583333,4.008412e-06
0.04666667,1.385808e-06
0.0475,6.705523e-07
0.04833333,1.624227e-06
0.04916667,3.531575e-06
0.05,4.008412e-06
0.05083333,2.101064e-06
0.05166667,-1.952052e-06
0.0525,-5.289912e-06
0.05333333,-7.197261e-06
0.05416667,-7.912517e-06
0.055,-7.912517e-06
0.05583333,-8.627772e-06
0.05666667,-8.866191e-06
0.0575,-8.389354e-06
0.05833333,-8.627772e-06
0.05916667,-8.150935e-06
0.06,-6.243587e-06
0.06083333,-3.382564e-06
0.06166667,-1.713634e-06
0.0625,-3.859401e-06
0.06333333,-7.674098e-06
0.06416667,-1.14888e-05
0.065,-1.363456e-05
0.06583333,-1.339614e-05
0.06666667,-1.315773e-05
0.0675,-1.41114e-05
0.06833333,-1.625717e-05
0.06916667,-1.79261e-05
0.07,-1.864135e-05
0.07083333,-1.816452e-05
0.07166667,-1.840293e-05
0.0725,-2.031028e-05
0.07333333,-2.43634e-05
0.07416667,-2.770126e-05
0.075,-2.865493e-05
0.07583333,-2.770126e-05
0.07666667,-2.650917e-05
0.0775,-2.650917e-05
0.07833333,-2.722442e-05
0.07916667,-2.889335e-05
0.08,-3.08007e-05
0.08083333,-3.246963e-05
0.08166667,-3.175437e-05
0.0825,-3.032386e-05
0.08333333,-2.889335e-05
0.08416667,-2.6986e-05
0.085,-2.531707e-05
0.08583333,-2.269447e-05
0.08666667,-2.031028e-05
0.0875,-1.935661e-05
0.08833333,-2.007186e-05
0.08916667,-2.174079e-05
0.09,-2.43634e-05
0.09083333,-2.603233e-05
0.09166667,-2.531707e-05
0.0925,-2.269447e-05
0.09333333,-2.031028e-05
0.09416667,-1.911819e-05
0.095,-1.983345e-05
0.09583333,-2.150238e-05
0.09666667,-2.340972e-05
0.0975,-2.460182e-05
0.09833333,-2.531707e-05
0.09916667,-2.555549e-05
0.1,-2.531707e-05
0.1008333,-2.412498e-05
0.1016667,-2.174079e-05
0.1025,-1.935661e-05
0.1033333,-1.864135e-05
0.1041667,-2.05487e-05
0.105,-2.43634e-05
0.1058333,-2.6986e-05
0.1066667,-2.603233e-05
0.1075,-2.269447e-05
0.1083333,-2.031028e-05
0.1091667,-1.959503e-05
0.11,-2.031028e-05
0.1108333,-2.102554e-05
0.1116667,-2.150238e-05
0.1125,-2.197921e-05
0.1133333,-2.197921e-05
0.1141667,-2.102554e-05
0.115,-1.768768e-05
0.1158333,-1.125038e-05
0.1166667,-2.831221e-07
0.1175,1.66446e-05
0.1183333,3.97712e-05
0.1191667,6.790459e-05
0.12,9.889901e-05
0.1208333,0.0001310855
0.1216667,0.0001625568
0.1225,0.0001918823
0.1233333,0.0002183467
0.1241667,0.000242427
0.125,0.0002626926
0.1258333,0.0002774745
0.1266667,0.0002877265
0.1275,0.0002951175
0.1283333,0.0003006011
0.1291667,0.000303939
0.13,0.0003027469
0.1308333,0.0002955943
0.1316667,0.0002841502
0.1325,0.0002717525
0.1333333,0.00026007
0.1341667,0.0002491027
0.135,0.0002367049
0.1358333,0.0002233535
0.1366667,0.0002200156
0.1375,0.0002700835
0.1383333,0.0004889518
0.1391667,0.001099065
0.14,0.0023994
0.1408333,0.004638389
0.1416667,0.007831529
0.1425,0.01165076
0.1433333,0.01548572
0.1441667,0.01866408
0.145,0.02069493
0.1458333,0.02141209
0.1466667,0.02100749
0.1475,0.02012296
0.1483333,0.0201499
0.1491667,0.02363129
0.15,0.03420778
0.1508333,0.0555677
0.1516667,0.08978839
0.1525,0.1361789
