X28,Y28
0,0
0.0008333333,0
0.001666667,0
0.0025,0
0.003333333,0
0.004166667,0
0.005,3.099442e-06
0.005833333,3.099442e-06
0.006666667,2.861023e-06
0.0075,2.622604e-06
0.008333333,1.907349e-06
0.009166667,0
0.01,-2.622604e-06
0.01083333,-5.00679e-06
0.01166667,-6.437302e-06
0.0125,-6.914139e-06
0.01333333,-7.867813e-06
0.01416667,-1.0252e-05
0.015,-1.382828e-05
0.01583333,-1.621246e-05
0.01666667,-1.621246e-05
0.0175,-1.454353e-05
0.01833333,-1.358986e-05
0.01916667,-1.478195e-05
0.02,-1.66893e-05
0.02083333,-1.740456e-05
0.02166667,-1.502037e-05
0.0225,-9.298325e-06
0.02333333,-7.152557e-07
0.02416667,9.298325e-06
0.025,2.002716e-05
0.02583333,3.099442e-05
0.02666667,4.196167e-05
0.0275,5.078316e-05
0.02833333,5.698204e-05
0.02916667,5.984306e-05
0.03,6.055832e-05
0.03083333,5.888939e-05
0.03166667,5.626678e-05
0.0325,5.245209e-05
0.03333333,4.74453e-05
0.03416667,4.196167e-05
0.035,3.790855e-05
0.03583333,3.433228e-05
0.03666667,3.0756e-05
0.0375,2.717972e-05
0.03833333,2.527237e-05
0.03916667,2.384186e-05
0.04,2.145767e-05
0.04083333,1.764297e-05
0.04166667,1.382828e-05
0.0425,1.120567e-05
0.04333333,8.583069e-06
0.04416667,5.960464e-06
0.045,2.861023e-06
0.04583333,1.192093e-06
0.04666667,2.145767e-06
0.0475,5.483627e-06
0.04833333,8.583069e-06
0.04916667,8.583069e-06
0.05,6.198883e-06
0.05083333,2.384186e-06
0.05166667,-4.768372e-07
0.0525,-2.384186e-06
0.05333333,-3.099442e-06
0.05416667,-3.814697e-06
0.055,-4.768372e-06
0.05583333,-5.245209e-06
0.05666667,-5.722046e-06
0.0575,-6.437302e-06
0.05833333,-6.914139e-06
0.05916667,-6.198883e-06
0.06,-4.529953e-06
0.06083333,-2.861023e-06
0.06166667,-3.099442e-06
0.0625,-5.483627e-06
0.06333333,-9.298325e-06
0.06416667,-1.239777e-05
0.065,-1.382828e-05
0.06583333,-1.311302e-05
0.06666667,-1.239777e-05
0.0675,-1.311302e-05
0.06833333,-1.502037e-05
0.06916667,-1.740456e-05
0.07,-1.883507e-05
0.07083333,-1.955032e-05
0.07166667,-1.978874e-05
0.0725,-2.002716e-05
0.07333333,-2.002716e-05
0.07416667,-2.121925e-05
0.075,-2.288818e-05
0.07583333,-2.455711e-05
0.07666667,-2.574921e-05
0.0775,-2.646446e-05
0.07833333,-2.741814e-05
0.07916667,-2.741814e-05
0.08,-2.741814e-05
0.08083333,-2.765656e-05
0.08166667,-2.908707e-05
0.0825,-3.099442e-05
0.08333333,-3.0756e-05
0.08416667,-2.813339e-05
0.085,-2.360344e-05
0.08583333,-1.978874e-05
0.08666667,-1.764297e-05
0.0875,-1.835823e-05
0.08833333,-2.098083e-05
0.08916667,-2.360344e-05
0.09,-2.527237e-05
0.09083333,-2.574921e-05
0.09166667,-2.574921e-05
0.0925,-2.503395e-05
0.09333333,-2.360344e-05
0.09416667,-2.169609e-05
0.095,-2.074242e-05
0.09583333,-2.145767e-05
0.09666667,-2.336502e-05
0.0975,-2.503395e-05
0.09833333,-2.551079e-05
0.09916667,-2.551079e-05
0.1,-2.622604e-05
0.1008333,-2.69413e-05
0.1016667,-2.622604e-05
0.1025,-2.479553e-05
0.1033333,-2.360344e-05
0.1041667,-2.31266e-05
0.105,-2.217293e-05
0.1058333,-2.026558e-05
0.1066667,-1.859665e-05
0.1075,-1.740456e-05
0.1083333,-1.764297e-05
0.1091667,-1.883507e-05
0.11,-1.978874e-05
0.1108333,-1.978874e-05
0.1116667,-1.835823e-05
0.1125,-1.716614e-05
0.1133333,-1.621246e-05
0.1141667,-1.549721e-05
0.115,-1.263618e-05
0.1158333,-7.629395e-06
0.1166667,-1.430511e-06
0.1175,4.053116e-06
0.1183333,8.34465e-06
0.1191667,1.215935e-05
0.12,1.645088e-05
0.1208333,2.098083e-05
0.1216667,2.503395e-05
0.1225,2.884865e-05
0.1233333,3.361702e-05
0.1241667,3.838539e-05
0.125,4.196167e-05
0.1258333,4.339218e-05
0.1266667,4.1008e-05
0.1275,3.671646e-05
0.1283333,3.147125e-05
0.1291667,2.717972e-05
0.13,2.384186e-05
0.1308333,2.193451e-05
0.1316667,2.074242e-05
0.1325,1.978874e-05
0.1333333,1.859665e-05
0.1341667,1.740456e-05
0.135,1.573563e-05
0.1358333,1.621246e-05
0.1366667,3.71933e-05
0.1375,0.0001418591
0.1383333,0.0004873276
0.1391667,0.00134778
0.14,0.003049374
0.1408333,0.005795479
0.1416667,0.009478569
0.1425,0.01362085
0.1433333,0.01751304
0.1441667,0.02047992
0.145,0.02211499
0.1458333,0.02236319
0.1466667,0.02145386
0.1475,0.01977181
0.1483333,0.01775885
0.1491667,0.01585793
0.15,0.01447415
0.1508333,0.01391459
