X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
1.332,3607878,1.332,6109485,1.332,5026695,1.332,2641123,1.332,2564637,1.332,2852066,1.332,3702310,1.332,4108109,1.332,3422516,1.332,3852851,1.332,4421634,1.332,4352444,1.332,1768558,1.332,1839904,1.332,2205816,1.332,276444,1.332,274631,1.332,280150,1.332,239078,1.332,244135,1.332,244289,1.332,317081,1.332,321382,1.332,324947,1.332,5611601,1.332,4171029,1.332,3875525,1.332,270966,1.332,267856,1.332,263447,1.332,3294411,1.332,3572130,1.332,3582313,1.332,2441943,1.332,2409955,1.332,2209994,1.332,4726177,1.332,5596064,1.332,5542823,1.332,3102795,1.332,3358861,1.332,2904628,1.332,3986611,1.332,3905749,1.332,3875402,1.332,260620,1.332,257858,1.332,254511
1.333,3880132,1.333,6564544,1.333,5432567,1.333,2835449,1.333,2755710,1.333,3068448,1.333,3990594,1.333,4430319,1.333,3685992,1.333,4160830,1.333,4777623,1.333,4704606,1.333,1889780,1.333,1967285,1.333,2366556,1.333,277416,1.333,275397,1.333,281623,1.333,237932,1.333,242960,1.333,242854,1.333,321099,1.333,325933,1.333,329447,1.333,5974382,1.333,4501254,1.333,4188091,1.333,271050,1.333,267648,1.333,263550,1.333,3559713,1.333,3862247,1.333,3872223,1.333,2632416,1.333,2598568,1.333,2382353,1.333,5089736,1.333,6026324,1.333,5971394,1.333,3359262,1.333,3633326,1.333,3131468,1.333,4280086,1.333,4190952,1.333,4192630,1.333,259915,1.333,257154,1.333,253834
1.335,4178108,1.335,7054853,1.335,5869793,1.335,3045785,1.335,2962943,1.335,3302371,1.335,4302260,1.335,4777458,1.335,3972229,1.335,4493496,1.335,5162052,1.335,5083654,1.335,2021252,1.335,2106084,1.335,2540765,1.335,278408,1.335,276234,1.335,283319,1.335,236812,1.335,242033,1.335,241463,1.335,325302,1.335,330877,1.335,334426,1.335,6352971,1.335,4858343,1.335,4526737,1.335,271182,1.335,267563,1.335,263871,1.335,3847210,1.335,4176317,1.335,4186020,1.335,2839704,1.335,2803000,1.335,2570404,1.335,5478007,1.335,6484497,1.335,6428059,1.335,3637564,1.335,3929990,1.335,3378252,1.335,4593031,1.335,4494641,1.335,4535751,1.335,258996,1.335,256249,1.335,253151
1.337,4502748,1.337,7580177,1.337,6338782,1.337,3272606,1.337,3187023,1.337,3553922,1.337,4638075,1.337,5149991,1.337,4282100,1.337,4851532,1.337,5575191,1.337,5490209,1.337,2163651,1.337,2256704,1.337,2728609,1.337,279764,1.337,277223,1.337,285337,1.337,235973,1.337,241550,1.337,240368,1.337,329949,1.337,336495,1.337,339735,1.337,6746810,1.337,5243123,1.337,4891941,1.337,271359,1.337,267423,1.337,264336,1.337,4157367,1.337,4515095,1.337,4524312,1.337,3064146,1.337,3023697,1.337,2774479,1.337,5891286,1.337,6970627,1.337,6912562,1.337,3937975,1.337,4249152,1.337,3645720,1.337,4925284,1.337,4816992,1.337,4905116,1.337,258109,1.337,255320,1.337,252498
1.338,4855087,1.338,8140397,1.338,6839981,1.338,3516376,1.338,3428350,1.338,3823986,1.338,4998471,1.338,5548244,1.338,4615695,1.338,5234959,1.338,6017570,1.338,5924119,1.338,2317070,1.338,2418989,1.338,2930371,1.338,281564,1.338,278297,1.338,287586,1.338,235254,1.338,240982,1.338,239558,1.338,335100,1.338,342695,1.338,345328,1.338,7155314,1.338,5655684,1.338,5284342,1.338,271601,1.338,267626,1.338,264754,1.338,4491039,1.338,4878695,1.338,4887360,1.338,3306516,1.338,3261267,1.338,2994888,1.338,6329826,1.338,7484182,1.338,7424613,1.338,4260946,1.338,4591154,1.338,3934499,1.338,5277141,1.338,5158172,1.338,5300914,1.338,257347,1.338,254647,1.338,251915
1.34,5235802,1.34,8735127,1.34,7373124,1.34,3777029,1.34,3687275,1.34,4112877,1.34,5383570,1.34,5971874,1.34,4973598,1.34,5644092,1.34,6488937,1.34,6385477,1.34,2481911,1.34,2593104,1.34,3146086,1.34,283716,1.34,279314,1.34,289788,1.34,234460,1.34,240286,1.34,238597,1.34,340779,1.34,349307,1.34,351576,1.34,7578117,1.34,6096555,1.34,5704365,1.34,271775,1.34,268165,1.34,265184,1.34,4847944,1.34,5267193,1.34,5275557,1.34,3566726,1.34,3515949,1.34,3232736,1.34,6793683,1.34,8025231,1.34,7963733,1.34,4606701,1.34,4956157,1.34,4245075,1.34,5648484,1.34,5517838,1.34,5723544,1.34,256593,1.34,254083,1.34,251670
1.342,5645207,1.342,9364158,1.342,7937790,1.342,4054460,1.342,3963697,1.342,4419945,1.342,5793525,1.342,6420820,1.342,5355845,1.342,6078599,1.342,6988942,1.342,6873688,1.342,2658195,1.342,2779185,1.342,3375865,1.342,286085,1.342,280576,1.342,292138,1.342,233636,1.342,239400,1.342,238002,1.342,346829,1.342,356779,1.342,358302,1.342,8014451,1.342,6565236,1.342,6151509,1.342,272275,1.342,268840,1.342,265908,1.342,5228558,1.342,5680646,1.342,5688742,1.342,3844980,1.342,3787908,1.342,3488006,1.342,7282700,1.342,8592728,1.342,8529340,1.342,4975235,1.342,5344361,1.342,4578047,1.342,6039159,1.342,5896066,1.342,6172835,1.342,255976,1.342,253560,1.342,251384
1.343,6083593,1.343,10026001,1.343,8532879,1.343,4348768,1.343,4257685,1.343,4745211,1.343,6228097,1.343,6894494,1.343,5762672,1.343,6538120,1.343,7517189,1.343,7388558,1.343,2846133,1.343,2977256,1.343,3619294,1.343,288788,1.343,282215,1.343,294503,1.343,232588,1.343,238515,1.343,237519,1.343,353585,1.343,364931,1.343,365615,1.343,8463162,1.343,7062037,1.343,6625918,1.343,272609,1.343,269664,1.343,266682,1.343,5632633,1.343,6118909,1.343,6126717,1.343,4141247,1.343,4077336,1.343,3760522,1.343,7795955,1.343,9185815,1.343,9119983,1.343,5366223,1.343,5755311,1.343,4933157,1.343,6448565,1.343,6292370,1.343,6648067,1.343,255552,1.343,253155,1.343,251145
1.345,6551026,1.345,10719624,1.345,9157803,1.345,4659690,1.345,4569114,1.345,5088534,1.345,6686909,1.345,7392107,1.345,6193543,1.345,7022146,1.345,8072811,1.345,7928545,1.345,3045683,1.345,3187062,1.345,3876567,1.345,291459,1.345,283899,1.345,297020,1.345,231433,1.345,237345,1.345,236872,1.345,360805,1.345,373370,1.345,373548,1.345,8923965,1.345,7585833,1.345,7126941,1.345,273180,1.345,270852,1.345,267602,1.345,6059463,1.345,6581493,1.345,6588977,1.345,4455487,1.345,4383889,1.345,4050668,1.345,8332899,1.345,9803250,1.345,9734686,1.345,5779608,1.345,6188408,1.345,5310665,1.345,6876527,1.345,6705835,1.345,7148890,1.345,254985,1.345,253057,1.345,250679
1.347,7047180,1.347,11443498,1.347,9810822,1.347,4986618,1.347,4897479,1.347,5448684,1.347,7169337,1.347,7912690,1.347,6648229,1.347,7529890,1.347,8654528,1.347,8493084,1.347,3256751,1.347,3408971,1.347,4147264,1.347,294166,1.347,285808,1.347,299658,1.347,230227,1.347,236046,1.347,236304,1.347,368666,1.347,382610,1.347,382199,1.347,9395851,1.347,8136033,1.347,7653816,1.347,273985,1.347,272042,1.347,268698,1.347,6508633,1.347,7067686,1.347,7074792,1.347,4787344,1.347,4707164,1.347,4358236,1.347,8892676,1.347,10444114,1.347,10372025,1.347,6214710,1.347,6643158,1.347,5710277,1.347,7322219,1.347,7136349,1.347,7674676,1.347,254329,1.347,252731,1.347,250188
1.348,7571607,1.348,12195642,1.348,10490711,1.348,5329483,1.348,5242319,1.348,5825215,1.348,7674606,1.348,8455286,1.348,7125972,1.348,8060369,1.348,9261197,1.348,9080826,1.348,3479069,1.348,3642595,1.348,4430870,1.348,296962,1.348,287892,1.348,302709,1.348,229178,1.348,234843,1.348,235841,1.348,376998,1.348,392651,1.348,391537,1.348,9878282,1.348,8711601,1.348,8205168,1.348,275069,1.348,273264,1.348,269907,1.348,6979459,1.348,7576783,1.348,7583156,1.348,5136594,1.348,5046590,1.348,4682623,1.348,9473700,1.348,11106782,1.348,11030804,1.348,6671007,1.348,7118662,1.348,6131580,1.348,7784802,1.348,7583349,1.348,8223828,1.348,253652,1.348,252262,1.348,249437
1.35,8123503,1.35,12974099,1.35,11195885,1.35,5687590,1.35,5603451,1.35,6217610,1.35,8201481,1.35,9018717,1.35,7625890,1.35,8612604,1.35,9891510,1.35,9690527,1.35,3712525,1.35,3887985,1.35,4727099,1.35,299988,1.35,290229,1.35,306087,1.35,228027,1.35,233869,1.35,235377,1.35,385932,1.35,403118,1.35,401887,1.35,10371160,1.35,9311120,1.35,8780333,1.35,276103,1.35,274541,1.35,270975,1.35,7471011,1.35,8107565,1.35,8113477,1.35,5502434,1.35,5401680,1.35,5023504,1.35,10074639,1.35,11789805,1.35,11709561,1.35,7147629,1.35,7613999,1.35,6573832,1.35,8263605,1.35,8046053,1.35,8795203,1.35,252800,1.35,251801,1.35,248742
1.352,8701971,1.352,13776563,1.352,11924571,1.352,6060164,1.352,5979983,1.352,6624911,1.352,8748971,1.352,9601635,1.352,8146570,1.352,9185428,1.352,10543864,1.352,10320503,1.352,3956773,1.352,4144412,1.352,5035733,1.352,303215,1.352,292511,1.352,309896,1.352,227160,1.352,232620,1.352,234753,1.352,395568,1.352,414262,1.352,412960,1.352,10875107,1.352,9932869,1.352,9377536,1.352,277607,1.352,275765,1.352,272220,1.352,7982133,1.352,8659129,1.352,8664335,1.352,5884286,1.352,5771729,1.352,5380618,1.352,10694902,1.352,12491749,1.352,12407174,1.352,7643410,1.352,8127767,1.352,7036550,1.352,8758302,1.352,8524108,1.352,9387919,1.352,251808,1.352,251305,1.352,247825
1.353,9305682,1.353,14600971,1.353,12674271,1.353,6446375,1.353,6371044,1.353,7046370,1.353,9315279,1.353,10202367,1.353,8686977,1.353,9777206,1.353,11216787,1.353,10969398,1.353,4211448,1.353,4411619,1.353,5355946,1.353,306941,1.353,295417,1.353,314009,1.353,226439,1.353,231662,1.353,234172,1.353,406073,1.353,426381,1.353,424983,1.353,11389874,1.353,10575462,1.353,9995597,1.353,279289,1.353,276976,1.353,273650,1.353,8512144,1.353,9229886,1.353,9234658,1.353,6281576,1.353,6155989,1.353,5752841,1.353,11332964,1.353,13211877,1.353,13122263,1.353,8157127,1.353,8659402,1.353,7518613,1.353,9268125,1.353,9017284,1.353,10000190,1.353,250881,1.353,250429,1.353,247014
1.355,9933229,1.355,15444994,1.355,13443827,1.355,6845659,1.355,6776013,1.355,7481375,1.355,9899166,1.355,10819295,1.355,9245738,1.355,10386430,1.355,11908549,1.355,11635179,1.355,4475858,1.355,4688887,1.355,5687096,1.355,310995,1.355,298646,1.355,318547,1.355,225785,1.355,230734,1.355,233563,1.355,417038,1.355,439019,1.355,437603,1.355,11916738,1.355,11237059,1.355,10632763,1.355,281046,1.355,278510,1.355,275371,1.355,9059357,1.355,9818650,1.355,9822797,1.355,6693004,1.355,6553510,1.355,6139661,1.355,11987757,1.355,13948754,1.355,13853994,1.355,8687983,1.355,9207292,1.355,8019272,1.355,9792538,1.355,9524827,1.355,10630565,1.355,249918,1.355,249443,1.355,246053
1.357,10583036,1.357,16306413,1.357,14230309,1.357,7256733,1.357,7193666,1.357,7928613,1.357,10499036,1.357,11450875,1.357,9821555,1.357,11011559,1.357,12617269,1.357,12316047,1.357,4749437,1.357,4975800,1.357,6028423,1.357,315386,1.357,302151,1.357,323384,1.357,225124,1.357,229696,1.357,233063,1.357,428733,1.357,452304,1.357,450649,1.357,12456797,1.357,11915889,1.357,11287562,1.357,282862,1.357,280219,1.357,276989,1.357,9622682,1.357,10423962,1.357,10427751,1.357,7117584,1.357,6963572,1.357,6540087,1.357,12658733,1.357,14701295,1.357,14600539,1.357,9234280,1.357,9770044,1.357,8537439,1.357,10331270,1.357,10046439,1.357,11277910,1.357,249072,1.357,248571,1.357,245010
1.358,11253807,1.358,17182924,1.358,15031936,1.358,7678515,1.358,7623160,1.358,8387062,1.358,11113600,1.358,12095305,1.358,10412884,1.358,11651030,1.358,13341171,1.358,13010160,1.358,5031432,1.358,5271272,1.358,6378915,1.358,320084,1.358,305857,1.358,328301,1.358,224608,1.358,228642,1.358,232414,1.358,441160,1.358,466447,1.358,463808,1.358,13010588,1.358,12610364,1.358,11958055,1.358,284675,1.358,282325,1.358,278898,1.358,10200152,1.358,11044102,1.358,11047260,1.358,7554430,1.358,7385168,1.358,6953470,1.358,13345004,1.358,15468496,1.358,15361188,1.358,9794731,1.358,10346149,1.358,9071977,1.358,10883450,1.358,10581767,1.358,11940775,1.358,248173,1.358,247571,1.358,243857
1.36,11943485,1.36,18072584,1.36,15846623,1.36,8110162,1.36,8063820,1.36,8855760,1.36,11741113,1.36,12750908,1.36,11018366,1.36,12302952,1.36,14078148,1.36,13715724,1.36,5321332,1.36,5575054,1.36,6737606,1.36,325026,1.36,309788,1.36,333549,1.36,223990,1.36,227941,1.36,231826,1.36,453942,1.36,481102,1.36,477645,1.36,13578382,1.36,13318617,1.36,12642912,1.36,286519,1.36,284877,1.36,280977,1.36,10790672,1.36,11677091,1.36,11680131,1.36,8002522,1.36,7817364,1.36,7378458,1.36,14044998,1.36,16249440,1.36,16134433,1.36,10368067,1.36,10934950,1.36,9621630,1.36,11448234,1.36,11130279,1.36,12617124,1.36,247214,1.36,246525,1.36,243064
1.362,12650318,1.362,18973052,1.362,16672754,1.362,8550823,1.362,8514519,1.362,9333504,1.362,12380504,1.362,13416383,1.362,11636354,1.362,12965868,1.362,14826386,1.362,14431303,1.362,5618232,1.362,5886131,1.362,7103764,1.362,330100,1.362,313499,1.362,339075,1.362,223206,1.362,227182,1.362,231260,1.362,466877,1.362,495958,1.362,491902,1.362,14161157,1.362,14038712,1.362,13340177,1.362,288197,1.362,287752,1.362,282940,1.362,11392619,1.362,12322160,1.362,12324454,1.362,8460642,1.362,8259009,1.362,7814500,1.362,14758245,1.362,17042476,1.362,16919190,1.362,10953017,1.362,11534495,1.362,10185110,1.362,12024536,1.362,11691681,1.362,13305738,1.362,246220,1.362,245684,1.362,242008
1.363,13372634,1.363,19882318,1.363,17507832,1.363,8999298,1.363,8973950,1.363,9819011,1.363,13030084,1.363,14090386,1.363,12265176,1.363,13638590,1.363,15584127,1.363,15155467,1.363,5921947,1.363,6203943,1.363,7476885,1.363,335251,1.363,317603,1.363,344924,1.363,222319,1.363,226516,1.363,230462,1.363,480569,1.363,511548,1.363,506591,1.363,14758657,1.363,14769078,1.363,14048469,1.363,290039,1.363,290565,1.363,284825,1.363,12004662,1.363,12977367,1.363,12979076,1.363,8928218,1.363,8709453,1.363,8260186,1.363,15483225,1.363,17846432,1.363,17713852,1.363,11548104,1.363,12143572,1.363,10760954,1.363,12611577,1.363,12264933,1.363,14004733,1.363,245169,1.363,245178,1.363,240981
1.365,14108763,1.365,20798558,1.365,18350930,1.365,9454984,1.365,9441794,1.365,10311609,1.365,13688410,1.365,14771300,1.365,12903503,1.365,14319536,1.365,16350050,1.365,15886936,1.365,6231531,1.365,6527893,1.365,7856289,1.365,340578,1.365,321874,1.365,351059,1.365,221127,1.365,226121,1.365,229599,1.365,494797,1.365,527647,1.365,521982,1.365,15370360,1.365,15507816,1.365,14765911,1.365,291962,1.365,293435,1.365,287026,1.365,12625303,1.365,13641407,1.365,13642046,1.365,9404180,1.365,9167626,1.365,8714729,1.365,16218732,1.365,18660204,1.365,18517818,1.365,12152099,1.365,12761246,1.365,11348220,1.365,13208102,1.365,12849322,1.365,14712749,1.365,243943,1.365,244699,1.365,239991
1.367,14856505,1.367,21719936,1.367,19200240,1.367,9916857,1.367,9916539,1.367,10810123,1.367,14353757,1.367,15457852,1.367,13550024,1.367,15007413,1.367,17122644,1.367,16624717,1.367,6546614,1.367,6857420,1.367,8241280,1.367,346194,1.367,326344,1.367,357769,1.367,220031,1.367,225597,1.367,228541,1.367,509602,1.367,543943,1.367,538016,1.367,15995581,1.367,16253878,1.367,15491211,1.367,294327,1.367,296299,1.367,289321,1.367,13253846,1.367,14313067,1.367,14312739,1.367,9887678,1.367,9632365,1.367,9176847,1.367,16963490,1.367,19482660,1.367,19329218,1.367,12763788,1.367,13386375,1.367,11945309,1.367,13813443,1.367,13444054,1.367,15427928,1.367,242834,1.367,244424,1.367,239170
1.368,15614494,1.368,22645218,1.368,20054342,1.368,10383998,1.368,10396992,1.368,11313503,1.368,15025032,1.368,16149163,1.368,14203451,1.368,15701199,1.368,17900750,1.368,17367542,1.368,6866225,1.368,7191588,1.368,8631191,1.368,352131,1.368,331254,1.368,364670,1.368,218783,1.368,225165,1.368,227593,1.368,525004,1.368,561001,1.368,554254,1.368,16633558,1.368,17005622,1.368,16222800,1.368,297100,1.368,299126,1.368,291634,1.368,13888837,1.368,14991392,1.368,14989608,1.368,10377569,1.368,10102749,1.368,9646074,1.368,17716732,1.368,20312104,1.368,20147236,1.368,13382483,1.368,14017289,1.368,12551218,1.368,14426200,1.368,14047892,1.368,16149716,1.368,241919,1.368,244075,1.368,238141
1.37,16381264,1.37,23572934,1.37,20912392,1.37,10855253,1.37,10882526,1.37,11821199,1.37,15700913,1.37,16844036,1.37,14862689,1.37,16399870,1.37,18683196,1.37,18114414,1.37,7190240,1.37,7530250,1.37,9025286,1.37,358520,1.37,336673,1.37,371790,1.37,217612,1.37,224641,1.37,226685,1.37,541271,1.37,578939,1.37,570942,1.37,17282676,1.37,17762272,1.37,16959384,1.37,300320,1.37,301932,1.37,294347,1.37,14529285,1.37,15674629,1.37,15671480,1.37,10873122,1.37,10578622,1.37,10121239,1.37,18476724,1.37,21147820,1.37,20970578,1.37,14007094,1.37,14653569,1.37,13164916,1.37,15045839,1.37,14659582,1.37,16876784,1.37,241080,1.37,243563,1.37,237448
1.372,17155530,1.372,24502422,1.372,21773530,1.372,11330277,1.372,11372704,1.372,12332508,1.372,16380362,1.372,17541698,1.372,15526779,1.372,17102350,1.372,19469044,1.372,18864510,1.372,7517807,1.372,7872692,1.372,9422834,1.372,365262,1.372,341897,1.372,379084,1.372,216562,1.372,224042,1.372,226149,1.372,557857,1.372,597395,1.372,588353,1.372,17941846,1.372,18522486,1.372,17699980,1.372,303613,1.372,305033,1.372,297326,1.372,15174558,1.372,16362254,1.372,16357626,1.372,11373230,1.372,11058716,1.372,10602020,1.372,19242506,1.372,21988888,1.372,21798254,1.372,14636565,1.372,15294411,1.372,13785363,1.372,15671176,1.372,15278510,1.372,17608528,1.372,240280,1.372,242834,1.372,236963
1.373,17935760,1.373,25432944,1.373,22636776,1.373,11808107,1.373,11866230,1.373,12846855,1.373,17062652,1.373,18241632,1.373,16194687,1.373,17807936,1.373,20257466,1.373,19617184,1.373,7848627,1.373,8218597,1.373,9823411,1.373,372369,1.373,347527,1.373,386652,1.373,215910,1.373,223193,1.373,225781,1.373,574926,1.373,616273,1.373,606273,1.373,18609230,1.373,19285640,1.373,18444160,1.373,307387,1.373,308346,1.373,300409,1.373,15824055,1.373,17053298,1.373,17047558,1.373,11877481,1.373,11542570,1.373,11087585,1.373,20013146,1.373,22834394,1.373,22629330,1.373,15270379,1.373,15939005,1.373,14411162,1.373,16301464,1.373,15903338,1.373,18344052,1.373,239646,1.373,241782,1.373,236658
1.375,18721008,1.375,26364000,1.375,23501962,1.375,12288815,1.375,12363040,1.375,13364174,1.375,17747746,1.375,18943520,1.375,16865690,1.375,18516322,1.375,21048238,1.375,20371922,1.375,8182418,1.375,8567504,1.375,10226457,1.375,379526,1.375,353423,1.375,394342,1.375,215089,1.375,222620,1.375,225810,1.375,592175,1.375,635946,1.375,624698,1.375,19283734,1.375,20050224,1.375,19191176,1.375,311196,1.375,311951,1.375,303811,1.375,16476764,1.375,17747236,1.375,17740308,1.375,12385220,1.375,12030006,1.375,11577244,1.375,20787802,1.375,23682976,1.375,23463448,1.375,15908254,1.375,16587167,1.375,15041868,1.375,16935736,1.375,16533112,1.375,19083248,1.375,238939,1.375,240565,1.375,236154
1.377,19510316,1.377,27295322,1.377,24368848,1.377,12771655,1.377,12862644,1.377,13884176,1.377,18434732,1.377,19646686,1.377,17538820,1.377,19227388,1.377,21841262,1.377,21128934,1.377,8518876,1.377,8919165,1.377,10631853,1.377,386639,1.377,359306,1.377,402115,1.377,214641,1.377,221670,1.377,225808,1.377,609832,1.377,655700,1.377,643883,1.377,19963776,1.377,20816458,1.377,19940462,1.377,314655,1.377,315976,1.377,307555,1.377,17132558,1.377,18444004,1.377,18435586,1.377,12896316,1.377,12520767,1.377,12070357,1.377,21565528,1.377,24534806,1.377,24299998,1.377,16549305,1.377,17239048,1.377,15676492,1.377,17573922,1.377,17167382,1.377,19825182,1.377,238265,1.377,239392,1.377,235637
1.378,20303158,1.378,28227720,1.378,25237332,1.378,13256842,1.378,13365000,1.378,14406698,1.378,19123600,1.378,20351776,1.378,18213744,1.378,19940900,1.378,22636346,1.378,21888488,1.378,8857442,1.378,9273150,1.378,11039575,1.378,393689,1.378,365421,1.378,410325,1.378,214104,1.378,220842,1.378,225693,1.378,627768,1.378,675506,1.378,663457,1.378,20648620,1.378,21583742,1.378,20692130,1.378,317903,1.378,320172,1.378,311190,1.378,17791230,1.378,19143726,1.378,19133744,1.378,13410548,1.378,13014184,1.378,12566705,1.378,22346160,1.378,25389276,1.378,25139098,1.378,17193506,1.378,17893878,1.378,16314310,1.378,18215420,1.378,17805536,1.378,20570164,1.378,237568,1.378,238296,1.378,235151
1.38,21098598,1.38,29160890,1.38,26108248,1.38,13743951,1.38,13869536,1.38,14931680,1.38,19814604,1.38,21058664,1.38,18890590,1.38,20657144,1.38,23434194,1.38,22651096,1.38,9198057,1.38,9629457,1.38,11449630,1.38,400928,1.38,372021,1.38,418772,1.38,213472,1.38,220144,1.38,225293,1.38,645971,1.38,695432,1.38,683202,1.38,21337196,1.38,22352294,1.38,21446042,1.38,321360,1.38,324412,1.38,314928,1.38,18452454,1.38,19846432,1.38,19834538,1.38,13928079,1.38,13510593,1.38,13066191,1.38,23129772,1.38,26246310,1.38,25981506,1.38,17841176,1.38,18552288,1.38,16955150,1.38,18860274,1.38,18447232,1.38,21317832,1.38,236979,1.38,236983,1.38,234462
1.382,21896616,1.382,30096740,1.382,26982136,1.382,14233422,1.382,14376469,1.382,15459476,1.382,20507912,1.382,21768186,1.382,19568910,1.382,21376938,1.382,24235148,1.382,23417520,1.382,9541042,1.382,9987624,1.382,11862088,1.382,408228,1.382,378410,1.382,427254,1.382,212698,1.382,219543,1.382,224631,1.382,664443,1.382,715837,1.382,703107,1.382,22029606,1.382,23122962,1.382,22202450,1.382,324608,1.382,328902,1.382,318808,1.382,19116758,1.382,20552294,1.382,20538250,1.382,14448554,1.382,14010147,1.382,13568283,1.382,23916242,1.382,27106034,1.382,26827646,1.382,18492642,1.382,19214698,1.382,17599218,1.382,19508752,1.382,19092572,1.382,22068998,1.382,236425,1.382,235919,1.382,233481
1.383,22697604,1.383,31036554,1.383,27859804,1.383,14725219,1.383,14885714,1.383,15990196,1.383,21203622,1.383,22481164,1.383,20249188,1.383,22100492,1.383,25040016,1.383,24188938,1.383,9886028,1.383,10348016,1.383,12277420,1.383,415755,1.383,384826,1.383,436149,1.383,211978,1.383,218675,1.383,223921,1.383,683254,1.383,736409,1.383,723507,1.383,22725790,1.383,23896606,1.383,22961652,1.383,327750,1.383,333267,1.383,322569,1.383,19784614,1.383,21262128,1.383,21245550,1.383,14972429,1.383,14512938,1.383,14073751,1.383,24706158,1.383,27970476,1.383,27678638,1.383,19148228,1.383,19881534,1.383,18246142,1.383,20161560,1.383,19742036,1.383,22824152,1.383,235909,1.383,234762,1.383,232589
1.385,23501668,1.385,31981942,1.385,28743306,1.385,15220062,1.385,15397919,1.385,16524755,1.385,21903186,1.385,23198782,1.385,20932230,1.385,22828648,1.385,25849806,1.385,24966286,1.385,10233642,1.385,10710899,1.385,12695841,1.385,423694,1.385,391473,1.385,445321,1.385,210941,1.385,218070,1.385,223088,1.385,702352,1.385,757514,1.385,744053,1.385,23426138,1.385,24673752,1.385,23725014,1.385,330990,1.385,337558,1.385,326273,1.385,20456770,1.385,21976350,1.385,21957492,1.385,15500012,1.385,15019494,1.385,14582845,1.385,25500026,1.385,28839846,1.385,28536054,1.385,19808786,1.385,20553422,1.385,18896538,1.385,20818908,1.385,20395618,1.385,23584386,1.385,235198,1.385,233529,1.385,231652
1.387,24309282,1.387,32934060,1.387,29633332,1.387,15718373,1.387,15913061,1.387,17063628,1.387,22607038,1.387,23921432,1.387,21618994,1.387,23562448,1.387,26665748,1.387,25750398,1.387,10583897,1.387,11076494,1.387,13117912,1.387,431946,1.387,397988,1.387,454473,1.387,210160,1.387,217271,1.387,222405,1.387,721653,1.387,779344,1.387,764752,1.387,24130964,1.387,25455666,1.387,24493456,1.387,334539,1.387,342006,1.387,330123,1.387,21133836,1.387,22696020,1.387,22674588,1.387,16031508,1.387,15530294,1.387,15095641,1.387,26299276,1.387,29715550,1.387,29401564,1.387,20474806,1.387,21231840,1.387,19551056,1.387,21481920,1.387,21054210,1.387,24350276,1.387,234343,1.387,232302,1.387,230533
1.388,25121454,1.388,33896000,1.388,30530844,1.388,16220729,1.388,16432127,1.388,17607626,1.388,23316124,1.388,24650626,1.388,22309944,1.388,24303126,1.388,27488846,1.388,26542458,1.388,10937312,1.388,11445034,1.388,13543856,1.388,440233,1.388,404445,1.388,463738,1.388,209404,1.388,216574,1.388,221749,1.388,741298,1.388,801681,1.388,785944,1.388,24841310,1.388,26244032,1.388,25268060,1.388,337950,1.388,346584,1.388,334013,1.388,21817268,1.388,23422090,1.388,23398026,1.388,16567551,1.388,16045987,1.388,15612384,1.388,27104638,1.388,30599290,1.388,30275890,1.388,21147500,1.388,21917228,1.388,20210314,1.388,22151656,1.388,21718482,1.388,25123972,1.388,233453,1.388,231440,1.388,229658
1.39,25939302,1.39,34867548,1.39,31437752,1.39,16727199,1.39,16955978,1.39,18157248,1.39,24031296,1.39,25386948,1.39,23006972,1.39,25051342,1.39,28320614,1.39,27343168,1.39,11293901,1.39,11817089,1.39,13974120,1.39,448733,1.39,411299,1.39,473386,1.39,208780,1.39,216005,1.39,221225,1.39,761392,1.39,824263,1.39,807508,1.39,25557944,1.39,27039240,1.39,26050060,1.39,341191,1.39,351066,1.39,337814,1.39,22507128,1.39,24156014,1.39,24128914,1.39,17109114,1.39,16567253,1.39,16134492,1.39,27917326,1.39,31492472,1.39,31161006,1.39,21827762,1.39,22610682,1.39,20874646,1.39,22828732,1.39,22389514,1.39,25906056,1.39,232412,1.39,230510,1.39,229159
1.392,26763412,1.392,35850748,1.392,32355096,1.392,17238356,1.392,17485102,1.392,18713362,1.392,24753744,1.392,26131096,1.392,23710722,1.392,25808226,1.392,29161400,1.392,28153234,1.392,11654351,1.392,12192822,1.392,14409092,1.392,457591,1.392,418352,1.392,482795,1.392,208164,1.392,215793,1.392,220352,1.392,781840,1.392,847144,1.392,829163,1.392,26281482,1.392,27842736,1.392,26840866,1.392,344605,1.392,355831,1.392,341706,1.392,23204908,1.392,24898244,1.392,24867942,1.392,17656914,1.392,17094874,1.392,16662055,1.392,28738124,1.392,32395466,1.392,32057450,1.392,22516424,1.392,23313092,1.392,21545906,1.392,23513630,1.392,23067966,1.392,26697554,1.392,231327,1.392,229789,1.392,228674
