X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
2.823,398543,2.823,427221,2.823,366182,2.823,308433,2.823,333642,2.823,343481,2.823,355097,2.823,356724,2.823,349898,2.823,593598,2.823,607081,2.823,601827,2.823,1242473,2.823,1123708,2.823,1085083,2.823,1523544,2.823,1462609,2.823,1450797,2.823,1101513,2.823,1174237,2.823,1139691,2.823,1400349,2.823,1414119,2.823,1447850,2.823,467535,2.823,342193,2.823,300222,2.823,1381338,2.823,1378560,2.823,1374755,2.823,1159512,2.823,1044558,2.823,1055496,2.823,606102,2.823,610912,2.823,614089,2.823,331677,2.823,343135,2.823,340601,2.823,605402,2.823,637876,2.823,636634,2.823,354944,2.823,339875,2.823,341532,2.823,240411,2.823,237195,2.823,1324176
2.825,400790,2.825,429300,2.825,367108,2.825,308960,2.825,334631,2.825,344027,2.825,355937,2.825,357493,2.825,350659,2.825,597636,2.825,611382,2.825,605654,2.825,1257517,2.825,1137371,2.825,1097485,2.825,1545038,2.825,1484269,2.825,1471916,2.825,1115263,2.825,1188664,2.825,1154061,2.825,1420051,2.825,1433042,2.825,1467765,2.825,466618,2.825,343353,2.825,301140,2.825,1401268,2.825,1398884,2.825,1394683,2.825,1174644,2.825,1057055,2.825,1070231,2.825,610649,2.825,615230,2.825,619028,2.825,331775,2.825,343023,2.825,340426,2.825,610223,2.825,642018,2.825,640137,2.825,354799,2.825,339491,2.825,341838,2.825,240516,2.825,237730,2.825,1342821
2.827,403046,2.827,431018,2.827,367830,2.827,309393,2.827,335534,2.827,344713,2.827,356921,2.827,357796,2.827,351373,2.827,600834,2.827,614976,2.827,609006,2.827,1270285,2.827,1149455,2.827,1107994,2.827,1564382,2.827,1504120,2.827,1491072,2.827,1128270,2.827,1201214,2.827,1167099,2.827,1438170,2.827,1449914,2.827,1485454,2.827,465595,2.827,344406,2.827,301943,2.827,1419514,2.827,1417882,2.827,1412873,2.827,1188408,2.827,1068510,2.827,1083194,2.827,614591,2.827,619570,2.827,623731,2.827,331819,2.827,342910,2.827,340604,2.827,614498,2.827,645799,2.827,643693,2.827,354862,2.827,339329,2.827,342177,2.827,240853,2.827,237878,2.827,1359628
2.828,405120,2.828,432415,2.828,368426,2.828,309626,2.828,336371,2.828,345155,2.828,358012,2.828,357885,2.828,351772,2.828,603320,2.828,617558,2.828,611504,2.828,1280328,2.828,1159487,2.828,1116127,2.828,1580484,2.828,1521224,2.828,1507390,2.828,1139461,2.828,1211468,2.828,1177738,2.828,1453693,2.828,1464069,2.828,1500573,2.828,464456,2.828,345295,2.828,302481,2.828,1435310,2.828,1434537,2.828,1428463,2.828,1200229,2.828,1078365,2.828,1094532,2.828,617864,2.828,623438,2.828,627918,2.828,331865,2.828,342583,2.828,340812,2.828,617969,2.828,648633,2.828,646737,2.828,355223,2.828,339300,2.828,342298,2.828,241162,2.828,237885,2.828,1373986
2.83,406776,2.83,433369,2.83,368977,2.83,309878,2.83,336766,2.83,345585,2.83,358621,2.83,357851,2.83,352121,2.83,604677,2.83,619283,2.83,612717,2.83,1287530,2.83,1166957,2.83,1121863,2.83,1592796,2.83,1534881,2.83,1520537,2.83,1148343,2.83,1219017,2.83,1185978,2.83,1465687,2.83,1474895,2.83,1512142,2.83,463368,2.83,345891,2.83,302911,2.83,1448260,2.83,1448339,2.83,1441058,2.83,1209635,2.83,1086056,2.83,1103521,2.83,620181,2.83,626529,2.83,631475,2.83,331598,2.83,342327,2.83,340971,2.83,620743,2.83,650597,2.83,649638,2.83,355627,2.83,339417,2.83,342411,2.83,241553,2.83,237907,2.83,1385139
2.832,407984,2.832,433721,2.832,369139,2.832,309750,2.832,336814,2.832,345871,2.832,358735,2.832,357831,2.832,352441,2.832,604998,2.832,620210,2.832,612913,2.832,1291792,2.832,1171746,2.832,1125105,2.832,1600831,2.832,1544378,2.832,1529991,2.832,1154608,2.832,1223670,2.832,1191022,2.832,1474307,2.832,1482015,2.832,1519859,2.832,462437,2.832,345958,2.832,303043,2.832,1457751,2.832,1458800,2.832,1450361,2.832,1216327,2.832,1091353,2.832,1109850,2.832,621460,2.832,628770,2.832,634470,2.832,331329,2.832,342205,2.832,341192,2.832,622469,2.832,651446,2.832,651901,2.832,355610,2.832,339401,2.832,342424,2.832,242049,2.832,238111,2.832,1393238
2.833,408733,2.833,433266,2.833,369196,2.833,309449,2.833,336521,2.833,345961,2.833,358626,2.833,357469,2.833,352685,2.833,604460,2.833,619928,2.833,611953,2.833,1292462,2.833,1173646,2.833,1125356,2.833,1604771,2.833,1549776,2.833,1535303,2.833,1158071,2.833,1224920,2.833,1193213,2.833,1479232,2.833,1485107,2.833,1523623,2.833,461499,2.833,345793,2.833,302956,2.833,1463536,2.833,1465698,2.833,1455773,2.833,1219971,2.833,1094431,2.833,1113529,2.833,621853,2.833,629857,2.833,636314,2.833,330695,2.833,342016,2.833,341554,2.833,623112,2.833,651385,2.833,653229,2.833,355500,2.833,339677,2.833,342410,2.833,242490,2.833,238219,2.833,1397784
2.835,408884,2.835,432166,2.835,368575,2.835,308879,2.835,336146,2.835,345724,2.835,358104,2.835,357247,2.835,352646,2.835,602989,2.835,618780,2.835,609878,2.835,1289793,2.835,1172428,2.835,1122705,2.835,1603804,2.835,1550747,2.835,1536453,2.835,1158191,2.835,1223294,2.835,1192347,2.835,1480083,2.835,1484094,2.835,1523224,2.835,460837,2.835,345217,2.835,302664,2.835,1465624,2.835,1468657,2.835,1457393,2.835,1220657,2.835,1094538,2.835,1114485,2.835,621479,2.835,629532,2.835,637247,2.835,330164,2.835,341923,2.835,341374,2.835,622687,2.835,650138,2.835,653523,2.835,355255,2.835,339902,2.835,342146,2.835,242927,2.835,238512,2.835,1398877
2.837,408579,2.837,430620,2.837,367649,2.837,308183,2.837,335553,2.837,345258,2.837,357285,2.837,356816,2.837,352690,2.837,600670,2.837,616737,2.837,606878,2.837,1283801,2.837,1167942,2.837,1117584,2.837,1598361,2.837,1547600,2.837,1533334,2.837,1155528,2.837,1218665,2.837,1188594,2.837,1476799,2.837,1478877,2.837,1518277,2.837,460265,2.837,344324,2.837,302254,2.837,1463716,2.837,1467703,2.837,1455065,2.837,1218453,2.837,1091746,2.837,1112423,2.837,619845,2.837,627840,2.837,637177,2.837,329606,2.837,341917,2.837,341299,2.837,621299,2.837,647767,2.837,653139,2.837,354801,2.837,340063,2.837,342185,2.837,243425,2.837,238979,2.837,1396193
2.838,407567,2.838,428699,2.838,366395,2.838,307308,2.838,335131,2.838,344440,2.838,356422,2.838,355862,2.838,352438,2.838,597525,2.838,613581,2.838,603155,2.838,1274681,2.838,1160551,2.838,1109624,2.838,1588813,2.838,1540336,2.838,1526080,2.838,1150138,2.838,1211091,2.838,1181693,2.838,1469822,2.838,1469693,2.838,1509591,2.838,459644,2.838,343220,2.838,301478,2.838,1457908,2.838,1462869,2.838,1448780,2.838,1213421,2.838,1086602,2.838,1107548,2.838,617078,2.838,625139,2.838,635878,2.838,329221,2.838,341953,2.838,341200,2.838,618709,2.838,644507,2.838,651568,2.838,354152,2.838,340082,2.838,342234,2.838,243939,2.838,239361,2.838,1389956
2.84,406042,2.84,426253,2.84,365005,2.84,306638,2.84,334477,2.84,343575,2.84,355338,2.84,354584,2.84,351921,2.84,593510,2.84,609453,2.84,598746,2.84,1262514,2.84,1150447,2.84,1099197,2.84,1575249,2.84,1529217,2.84,1515015,2.84,1141888,2.84,1200591,2.84,1172217,2.84,1458939,2.84,1456678,2.84,1497143,2.84,458609,2.84,341928,2.84,300691,2.84,1448330,2.84,1453981,2.84,1438394,2.84,1205629,2.84,1078976,2.84,1100023,2.84,613478,2.84,621224,2.84,633101,2.84,328955,2.84,341904,2.84,340777,2.84,615179,2.84,640209,2.84,648860,2.84,353764,2.84,340289,2.84,342278,2.84,244488,2.84,239627,2.84,1380131
2.842,403984,2.842,423532,2.842,363104,2.842,305976,2.842,333741,2.842,342544,2.842,354161,2.842,353347,2.842,351136,2.842,588542,2.842,604497,2.842,593726,2.842,1247901,2.842,1137776,2.842,1086820,2.842,1557825,2.842,1514270,2.842,1500212,2.842,1131090,2.842,1187671,2.842,1159952,2.842,1444363,2.842,1440346,2.842,1480940,2.842,457280,2.842,340427,2.842,299784,2.842,1435489,2.842,1441349,2.842,1424718,2.842,1195214,2.842,1068787,2.842,1089796,2.842,608623,2.842,616231,2.842,629469,2.842,328897,2.842,341893,2.842,340219,2.842,610698,2.842,634919,2.842,645523,2.842,353323,2.842,340132,2.842,342239,2.842,245045,2.842,239974,2.842,1367072
2.843,401497,2.843,420430,2.843,361334,2.843,305476,2.843,332842,2.843,341498,2.843,352879,2.843,351958,2.843,350281,2.843,582929,2.843,598756,2.843,587952,2.843,1230876,2.843,1123042,2.843,1072778,2.843,1537082,2.843,1495787,2.843,1482048,2.843,1118130,2.843,1172149,2.843,1145116,2.843,1426546,2.843,1420895,2.843,1461447,2.843,455543,2.843,338830,2.843,298828,2.843,1419420,2.843,1425386,2.843,1407848,2.843,1182083,2.843,1056732,2.843,1077354,2.843,602864,2.843,610515,2.843,624893,2.843,328858,2.843,341688,2.843,340190,2.843,605452,2.843,628940,2.843,641543,2.843,353022,2.843,339911,2.843,342282,2.843,245545,2.843,240244,2.843,1350986
2.845,398553,2.845,416912,2.845,359544,2.845,305036,2.845,331824,2.845,340231,2.845,351395,2.845,350549,2.845,348927,2.845,576406,2.845,592500,2.845,581428,2.845,1211701,2.845,1106391,2.845,1056856,2.845,1513291,2.845,1474020,2.845,1461043,2.845,1102931,2.845,1154316,2.845,1128441,2.845,1405852,2.845,1398757,2.845,1439381,2.845,453553,2.845,337064,2.845,297969,2.845,1400812,2.845,1406389,2.845,1388168,2.845,1166495,2.845,1042928,2.845,1062471,2.845,596286,2.845,604203,2.845,619608,2.845,329219,2.845,341457,2.845,339987,2.845,599478,2.845,622246,2.845,636727,2.845,352528,2.845,339683,2.845,342131,2.845,245945,2.845,240590,2.845,1332410
2.847,395447,2.847,413029,2.847,357503,2.847,304546,2.847,330566,2.847,339107,2.847,349691,2.847,349347,2.847,347624,2.847,569337,2.847,585881,2.847,574441,2.847,1190354,2.847,1088131,2.847,1039446,2.847,1486437,2.847,1449237,2.847,1436966,2.847,1085539,2.847,1134334,2.847,1110076,2.847,1382592,2.847,1374187,2.847,1414376,2.847,451337,2.847,335188,2.847,297186,2.847,1379974,2.847,1384756,2.847,1366079,2.847,1148680,2.847,1027263,2.847,1045690,2.847,589241,2.847,596999,2.847,613720,2.847,329504,2.847,341188,2.847,339888,2.847,592990,2.847,614843,2.847,631348,2.847,352099,2.847,339502,2.847,341751,2.847,246514,2.847,241001,2.847,1311372
2.848,392021,2.848,408954,2.848,355365,2.848,303900,2.848,329478,2.848,337844,2.848,348056,2.848,348265,2.848,346509,2.848,561898,2.848,578686,2.848,567033,2.848,1167307,2.848,1068375,2.848,1020612,2.848,1457251,2.848,1421902,2.848,1410311,2.848,1066626,2.848,1112850,2.848,1090159,2.848,1356949,2.848,1347540,2.848,1386969,2.848,449129,2.848,333299,2.848,296339,2.848,1357254,2.848,1361097,2.848,1342208,2.848,1128852,2.848,1010068,2.848,1027189,2.848,581516,2.848,589214,2.848,607268,2.848,329541,2.848,340944,2.848,339920,2.848,585991,2.848,606983,2.848,625539,2.848,351581,2.848,339217,2.848,341248,2.848,247106,2.848,241560,2.848,1288111
2.85,388362,2.85,404756,2.85,353272,2.85,303158,2.85,328488,2.85,336521,2.85,346126,2.85,347126,2.85,345252,2.85,554384,2.85,571172,2.85,559159,2.85,1142534,2.85,1047330,2.85,1000439,2.85,1425712,2.85,1392553,2.85,1381493,2.85,1046088,2.85,1089989,2.85,1068869,2.85,1329483,2.85,1319046,2.85,1357825,2.85,447198,2.85,331454,2.85,295709,2.85,1332525,2.85,1335690,2.85,1316471,2.85,1107541,2.85,991701,2.85,1007334,2.85,573542,2.85,581087,2.85,599998,2.85,329668,2.85,340842,2.85,340006,2.85,578683,2.85,598740,2.85,619273,2.85,351058,2.85,339160,2.85,340960,2.85,247893,2.85,242066,2.85,1262992
2.852,384493,2.852,400500,2.852,351127,2.852,302276,2.852,327456,2.852,335093,2.852,344144,2.852,345831,2.852,343766,2.852,546623,2.852,563301,2.852,551030,2.852,1116790,2.852,1025109,2.852,979049,2.852,1392559,2.852,1361722,2.852,1350859,2.852,1024388,2.852,1065950,2.852,1046746,2.852,1300305,2.852,1289058,2.852,1327264,2.852,445372,2.852,329554,2.852,294844,2.852,1306277,2.852,1308527,2.852,1289323,2.852,1085138,2.852,972101,2.852,986065,2.852,565143,2.852,572374,2.852,592144,2.852,329747,2.852,341070,2.852,339857,2.852,570879,2.852,589989,2.852,612332,2.852,350342,2.852,338966,2.852,340760,2.852,248633,2.852,242840,2.852,1236274
2.853,380365,2.853,396112,2.853,348940,2.853,301169,2.853,326449,2.853,333745,2.853,342207,2.853,344387,2.853,342528,2.853,538870,2.853,554934,2.853,543094,2.853,1090169,2.853,1001872,2.853,956848,2.853,1357865,2.853,1329448,2.853,1318665,2.853,1001828,2.853,1041205,2.853,1023360,2.853,1269849,2.853,1257664,2.853,1295072,2.853,443721,2.853,327694,2.853,293921,2.853,1278730,2.853,1280183,2.853,1260999,2.853,1061841,2.853,951679,2.853,964092,2.853,556711,2.853,563303,2.853,583489,2.853,329487,2.853,341427,2.853,339774,2.853,562786,2.853,580962,2.853,604735,2.853,349950,2.853,338647,2.853,340804,2.853,249638,2.853,243382,2.853,1207863
2.855,376045,2.855,391510,2.855,346763,2.855,300025,2.855,325469,2.855,331997,2.855,340323,2.855,342753,2.855,341073,2.855,531282,2.855,546203,2.855,534937,2.855,1063084,2.855,977855,2.855,934135,2.855,1322429,2.855,1296328,2.855,1285635,2.855,978698,2.855,1015890,2.855,999096,2.855,1238155,2.855,1225430,2.855,1262141,2.855,442153,2.855,325854,2.855,293199,2.855,1249973,2.855,1250522,2.855,1231807,2.855,1037701,2.855,930714,2.855,941348,2.855,547960,2.855,554147,2.855,574281,2.855,329520,2.855,341936,2.855,339469,2.855,554418,2.855,571589,2.855,596654,2.855,349576,2.855,338561,2.855,340880,2.855,250372,2.855,244014,2.855,1178502
2.857,371566,2.857,386823,2.857,344444,2.857,298720,2.857,324220,2.857,330017,2.857,338324,2.857,340810,2.857,339375,2.857,523369,2.857,537596,2.857,526525,2.857,1035499,2.857,953400,2.857,911144,2.857,1286064,2.857,1262351,2.857,1251676,2.857,954873,2.857,989968,2.857,974141,2.857,1205762,2.857,1192622,2.857,1228425,2.857,440872,2.857,324217,2.857,292405,2.857,1219887,2.857,1219693,2.857,1201601,2.857,1013210,2.857,909324,2.857,918140,2.857,539067,2.857,545088,2.857,564818,2.857,329736,2.857,342408,2.857,339263,2.857,545851,2.857,562132,2.857,588347,2.857,349256,2.857,338392,2.857,341139,2.857,250980,2.857,244629,2.857,1148441
2.858,366841,2.858,381824,2.858,342139,2.858,297332,2.858,322601,2.858,327971,2.858,336424,2.858,338614,2.858,337774,2.858,514989,2.858,528961,2.858,518207,2.858,1008055,2.858,928692,2.858,888016,2.858,1249484,2.858,1227802,2.858,1217305,2.858,930780,2.858,963544,2.858,948930,2.858,1172813,2.858,1159274,2.858,1194086,2.858,439251,2.858,322525,2.858,291294,2.858,1188901,2.858,1187855,2.858,1170714,2.858,988228,2.858,887605,2.858,894665,2.858,529746,2.858,535721,2.858,555226,2.858,329861,2.858,342821,2.858,339096,2.858,537171,2.858,552513,2.858,579553,2.858,348745,2.858,338063,2.858,341166,2.858,251245,2.858,245378,2.858,1117870
2.86,361727,2.86,376585,2.86,339597,2.86,295884,2.86,320805,2.86,325656,2.86,334502,2.86,336214,2.86,336292,2.86,506504,2.86,520295,2.86,510054,2.86,980310,2.86,903879,2.86,865117,2.86,1212735,2.86,1192661,2.86,1182461,2.86,906178,2.86,937014,2.86,923117,2.86,1139548,2.86,1125678,2.86,1159346,2.86,437596,2.86,320727,2.86,290447,2.86,1157100,2.86,1155532,2.86,1139298,2.86,962847,2.86,865767,2.86,871152,2.86,520202,2.86,526513,2.86,545462,2.86,330135,2.86,342999,2.86,338950,2.86,528433,2.86,542659,2.86,570703,2.86,348209,2.86,337829,2.86,341064,2.86,251474,2.86,245777,2.86,1086812
2.862,356468,2.862,371270,2.862,336769,2.862,294467,2.862,318777,2.862,323188,2.862,332289,2.862,333873,2.862,334694,2.862,497887,2.862,511635,2.862,501417,2.862,952455,2.862,879366,2.862,842399,2.862,1176049,2.862,1157378,2.862,1147365,2.862,881192,2.862,910475,2.862,897430,2.862,1106228,2.862,1092175,2.862,1124826,2.862,435707,2.862,318957,2.862,289523,2.862,1124597,2.862,1122714,2.862,1107523,2.862,937276,2.862,843733,2.862,847683,2.862,510371,2.862,517016,2.862,535830,2.862,330586,2.862,342992,2.862,338712,2.862,519490,2.862,532677,2.862,561916,2.862,347511,2.862,337797,2.862,340820,2.862,251310,2.862,246440,2.862,1055924
2.863,350863,2.863,365948,2.863,333752,2.863,292914,2.863,316470,2.863,320963,2.863,329883,2.863,331492,2.863,333030,2.863,488826,2.863,502981,2.863,492704,2.863,924841,2.863,855153,2.863,819696,2.863,1139357,2.863,1122000,2.863,1112390,2.863,856256,2.863,884060,2.863,871774,2.863,1073056,2.863,1058655,2.863,1090187,2.863,433813,2.863,317119,2.863,288232,2.863,1091760,2.863,1090118,2.863,1075793,2.863,911909,2.863,821383,2.863,824412,2.863,500469,2.863,507444,2.863,526219,2.863,330666,2.863,342633,2.863,338630,2.863,510377,2.863,522870,2.863,553102,2.863,346679,2.863,337516,2.863,340747,2.863,251251,2.863,246931,2.863,1025212
2.865,345112,2.865,360551,2.865,330512,2.865,291412,2.865,314163,2.865,318928,2.865,327383,2.865,329024,2.865,331350,2.865,480141,2.865,494040,2.865,484044,2.865,897749,2.865,831257,2.865,797158,2.865,1103361,2.865,1087100,2.865,1077575,2.865,831540,2.865,857956,2.865,846360,2.865,1040249,2.865,1025249,2.865,1055854,2.865,431537,2.865,314802,2.865,286986,2.865,1060121,2.865,1058432,2.865,1045154,2.865,886539,2.865,799218,2.865,801269,2.865,490549,2.865,497535,2.865,516528,2.865,330671,2.865,342331,2.865,338461,2.865,501203,2.865,512783,2.865,544035,2.865,345644,2.865,337395,2.865,340585,2.865,251327,2.865,247317,2.865,994651
2.867,339256,2.867,355263,2.867,327090,2.867,289847,2.867,311882,2.867,316780,2.867,324731,2.867,326481,2.867,329740,2.867,471708,2.867,485201,2.867,475357,2.867,870700,2.867,807587,2.867,775119,2.867,1067638,2.867,1052597,2.867,1043148,2.867,807094,2.867,832379,2.867,821129,2.867,1007875,2.867,992450,2.867,1021987,2.867,429338,2.867,312425,2.867,285916,2.867,1030551,2.867,1028467,2.867,1016364,2.867,861362,2.867,777287,2.867,778185,2.867,480962,2.867,487781,2.867,506734,2.867,330516,2.867,341755,2.867,338109,2.867,491839,2.867,502596,2.867,534962,2.867,345015,2.867,337396,2.867,340453,2.867,251712,2.867,247672,2.867,964484
2.868,333675,2.868,349923,2.868,323696,2.868,288237,2.868,309757,2.868,314851,2.868,321888,2.868,324094,2.868,327961,2.868,463375,2.868,476379,2.868,466641,2.868,844058,2.868,784314,2.868,753240,2.868,1032438,2.868,1018572,2.868,1009296,2.868,783285,2.868,807255,2.868,796674,2.868,976002,2.868,960360,2.868,988663,2.868,427216,2.868,310022,2.868,284623,2.868,1004623,2.868,1001254,2.868,990379,2.868,836760,2.868,755729,2.868,755525,2.868,471753,2.868,477965,2.868,497097,2.868,329987,2.868,341100,2.868,337591,2.868,482576,2.868,492795,2.868,525935,2.868,344456,2.868,337487,2.868,340335,2.868,252228,2.868,248280,2.868,934898
2.87,328241,2.87,344586,2.87,320488,2.87,286662,2.87,307634,2.87,312946,2.87,319123,2.87,321480,2.87,325890,2.87,455347,2.87,467841,2.87,458304,2.87,818255,2.87,761355,2.87,731612,2.87,998229,2.87,985257,2.87,976264,2.87,760223,2.87,782626,2.87,772549,2.87,944658,2.87,929108,2.87,955946,2.87,425001,2.87,307502,2.87,283164,2.87,983813,2.87,977723,2.87,968863,2.87,812663,2.87,734637,2.87,733399,2.87,462681,2.87,468390,2.87,487465,2.87,329287,2.87,340416,2.87,337057,2.87,473530,2.87,483294,2.87,517117,2.87,343876,2.87,337528,2.87,340170,2.87,252939,2.87,248641,2.87,906102
2.872,322932,2.872,339353,2.872,317463,2.872,285056,2.872,305853,2.872,311085,2.872,316495,2.872,318800,2.872,323861,2.872,447677,2.872,459658,2.872,450244,2.872,793064,2.872,738690,2.872,710859,2.872,965002,2.872,952793,2.872,943847,2.872,737437,2.872,758740,2.872,749263,2.872,914136,2.872,898760,2.872,924223,2.872,422770,2.872,304903,2.872,281878,2.872,970009,2.872,959198,2.872,952995,2.872,789108,2.872,714368,2.872,711721,2.872,453736,2.872,458928,2.872,477899,2.872,328484,2.872,339844,2.872,336370,2.872,464670,2.872,473931,2.872,508369,2.872,343435,2.872,337508,2.872,339826,2.872,253677,2.872,249143,2.872,877843
2.873,317933,2.873,334368,2.873,314730,2.873,283559,2.873,304220,2.873,309266,2.873,313919,2.873,316459,2.873,321822,2.873,439868,2.873,451660,2.873,442309,2.873,768491,2.873,716471,2.873,690820,2.873,932420,2.873,921178,2.873,912739,2.873,715345,2.873,735475,2.873,726615,2.873,884403,2.873,869322,2.873,893846,2.873,420834,2.873,302540,2.873,280435,2.873,964391,2.873,946857,2.873,944159,2.873,766143,2.873,694587,2.873,690855,2.873,444989,2.873,449745,2.873,468513,2.873,327654,2.873,339161,2.873,335382,2.873,456130,2.873,465307,2.873,499980,2.873,343117,2.873,337351,2.873,339490,2.873,254365,2.873,249691,2.873,850619
2.875,313263,2.875,329709,2.875,312198,2.875,282082,2.875,302731,2.875,307545,2.875,311489,2.875,314337,2.875,319482,2.875,432438,2.875,443717,2.875,434575,2.875,744906,2.875,695108,2.875,671077,2.875,901238,2.875,890435,2.875,882746,2.875,693888,2.875,712983,2.875,704795,2.875,855528,2.875,840640,2.875,864363,2.875,419027,2.875,300122,2.875,278850,2.875,968346,2.875,941596,2.875,943504,2.875,743905,2.875,675276,2.875,671076,2.875,436459,2.875,440794,2.875,459324,2.875,326878,2.875,338710,2.875,334366,2.875,447883,2.875,457262,2.875,491957,2.875,342714,2.875,337365,2.875,339323,2.875,254940,2.875,250148,2.875,824401
2.877,308678,2.877,325412,2.877,309756,2.877,280786,2.877,301186,2.877,305937,2.877,309390,2.877,312308,2.877,317337,2.877,425275,2.877,436068,2.877,427061,2.877,722659,2.877,674560,2.877,652142,2.877,871165,2.877,860856,2.877,853826,2.877,673142,2.877,691393,2.877,683597,2.877,827895,2.877,813025,2.877,836093,2.877,417145,2.877,297786,2.877,277294,2.877,982615,2.877,944030,2.877,951995,2.877,722345,2.877,656544,2.877,652082,2.877,428023,2.877,432153,2.877,450175,2.877,326366,2.877,338283,2.877,333355,2.877,439706,2.877,449342,2.877,484377,2.877,342340,2.877,337278,2.877,339172,2.877,255465,2.877,250487,2.877,799354
2.878,304217,2.878,321564,2.878,307298,2.878,279685,2.878,299865,2.878,304512,2.878,307499,2.878,310528,2.878,315636,2.878,418325,2.878,428620,2.878,419944,2.878,701298,2.878,654928,2.878,634230,2.878,842055,2.878,832364,2.878,826150,2.878,652995,2.878,670762,2.878,663340,2.878,801209,2.878,786351,2.878,809091,2.878,415553,2.878,295331,2.878,275974,2.878,1007523,2.878,954832,2.878,969403,2.878,701628,2.878,638475,2.878,633689,2.878,420213,2.878,423996,2.878,441310,2.878,325797,2.878,338009,2.878,332565,2.878,431935,2.878,441712,2.878,477135,2.878,342121,2.878,337222,2.878,338971,2.878,255838,2.878,250742,2.878,775070
2.88,300259,2.88,317637,2.88,305066,2.88,278892,2.88,298522,2.88,303060,2.88,305631,2.88,309108,2.88,314097,2.88,411942,2.88,421438,2.88,413275,2.88,680864,2.88,636488,2.88,616990,2.88,814102,2.88,805077,2.88,799676,2.88,633998,2.88,651015,2.88,643922,2.88,775756,2.88,760887,2.88,783302,2.88,414065,2.88,293043,2.88,274621,2.88,1042183,2.88,973365,2.88,995599,2.88,681640,2.88,620989,2.88,616373,2.88,412722,2.88,416160,2.88,432742,2.88,325472,2.88,337818,2.88,331836,2.88,424580,2.88,434370,2.88,470320,2.88,341816,2.88,337203,2.88,339011,2.88,256171,2.88,250949,2.88,751949
2.882,296319,2.882,313751,2.882,303069,2.882,277938,2.882,297171,2.882,301515,2.882,303894,2.882,307622,2.882,312546,2.882,406157,2.882,414957,2.882,407305,2.882,661476,2.882,619320,2.882,600654,2.882,787593,2.882,778908,2.882,774156,2.882,615636,2.882,632403,2.882,625427,2.882,751465,2.882,736949,2.882,758331,2.882,412644,2.882,290884,2.882,273645,2.882,1084696,2.882,998369,2.882,1028693,2.882,662640,2.882,604386,2.882,600045,2.882,405629,2.882,408898,2.882,424448,2.882,325263,2.882,337726,2.882,331448,2.882,417389,2.882,427031,2.882,463888,2.882,341627,2.882,337458,2.882,339171,2.882,256344,2.882,251050,2.882,729859
2.883,292554,2.883,309876,2.883,301185,2.883,277170,2.883,295904,2.883,300070,2.883,302319,2.883,306173,2.883,311409,2.883,400468,2.883,409076,2.883,401596,2.883,643103,2.883,603036,2.883,585471,2.883,762077,2.883,754163,2.883,749646,2.883,598167,2.883,614552,2.883,607759,2.883,728389,2.883,714440,2.883,734906,2.883,411189,2.883,288903,2.883,272844,2.883,1132128,2.883,1028156,2.883,1066474,2.883,644666,2.883,588774,2.883,584522,2.883,398734,2.883,401983,2.883,416616,2.883,325302,2.883,337783,2.883,331301,2.883,410476,2.883,420035,2.883,457767,2.883,341282,2.883,337363,2.883,339100,2.883,256419,2.883,251056,2.883,708611
2.885,289079,2.885,306255,2.885,299512,2.885,276362,2.885,294674,2.885,298619,2.885,300706,2.885,304925,2.885,310179,2.885,395034,2.885,403642,2.885,396269,2.885,625520,2.885,587686,2.885,570950,2.885,738069,2.885,730786,2.885,726573,2.885,581384,2.885,597521,2.885,590807,2.885,706274,2.885,692913,2.885,712607,2.885,410086,2.885,286996,2.885,272226,2.885,1180307,2.885,1059744,2.885,1105513,2.885,627539,2.885,574033,2.885,569876,2.885,392015,2.885,395374,2.885,409266,2.885,325367,2.885,337839,2.885,331339,2.885,404162,2.885,413527,2.885,451570,2.885,340982,2.885,337343,2.885,339124,2.885,256442,2.885,251186,2.885,688244
2.887,285786,2.887,302741,2.887,298176,2.887,275479,2.887,293483,2.887,297265,2.887,299252,2.887,303646,2.887,308666,2.887,389897,2.887,398630,2.887,391012,2.887,608859,2.887,573201,2.887,557188,2.887,715623,2.887,708680,2.887,704579,2.887,565542,2.887,581278,2.887,574672,2.887,685605,2.887,672691,2.887,691312,2.887,409081,2.887,285545,2.887,271662,2.887,1224743,2.887,1089549,2.887,1142240,2.887,611179,2.887,560202,2.887,556397,2.887,385256,2.887,389029,2.887,402302,2.887,325580,2.887,337843,2.887,331249,2.887,397817,2.887,407184,2.887,445380,2.887,340658,2.887,337393,2.887,339214,2.887,256661,2.887,251582,2.887,669203
